FEATURE	TAF2_UP_EXONS_N_DATAPOINTS	TAF2_UP_EXONS_N_NA	TAF2_UP_EXONS_MEAN	TAF2_UP_EXONS_MEDIAN	TAF2_EXONS_DOWN_N_DATAPOINTS	TAF2_EXONS_DOWN_N_NA	TAF2_EXONS_DOWN_MEAN	TAF2_EXONS_DOWN_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_TAF2_EXONS_DOWN	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_TAF2_EXONS_DOWN	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CR	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CR	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CS	QUAL_MANN_WHITNEY_U_TEST_TAF2_UP_EXONS_VS_CS	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CR	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CR	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CS	QUAL_MANN_WHITNEY_U_TEST_TAF2_EXONS_DOWN_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_AS_NC_VS_CS	QUAL_MANN_WHITNEY_U_TEST_AS_NC_VS_CS
UPINTRON_GCC	257	1	0.450169034916824	0.425045802349391	275	1	0.46692493421215	0.434250764525994	989	0	0.432143410306613	0.412683823529412	980	1	0.467422486639284	0.446162900346632	974	0	0.449190782086727	0.424454158281169	0.153874111338602	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.0238745232934911	*   : TAF2_UP_EXONS > CR	0.0181533267850654	*   : TAF2_UP_EXONS < AS_NC	0.584309421812246	TAF2_UP_EXONS = CS	4.43842194152132e-05	*** : TAF2_EXONS_DOWN > CR	0.675401390301866	TAF2_EXONS_DOWN = AS_NC	0.0216088727481296	*   : TAF2_EXONS_DOWN > CS	2.56930434045009e-12	*** : CR < AS_NC	0.0128141610394067	*   : CR < CS	4.44279813785727e-05	*** : AS_NC > CS
UPEXON_GCC	257	1	0.525439345980885	0.518867924528302	275	1	0.53728008462865	0.532846715328467	989	0	0.50979045724104	0.494623655913978	980	1	0.539747339647493	0.534724423725939	974	0	0.503564362674873	0.494120498072003	0.215386039187527	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.0799448628528721	TAF2_UP_EXONS = CR	0.0676536697352394	TAF2_UP_EXONS = AS_NC	0.0271183092352989	*   : TAF2_UP_EXONS > CS	0.000935998425329738	*** : TAF2_EXONS_DOWN > CR	0.742560444650722	TAF2_EXONS_DOWN = AS_NC	9.64424953487272e-05	*** : TAF2_EXONS_DOWN > CS	3.67945166026359e-08	*** : CR < AS_NC	0.486358817486048	CR = CS	1.42542849205056e-10	*** : AS_NC > CS
DOINTRON_GCC	257	1	0.443491437094011	0.420807552465395	276	0	0.450031233528916	0.423021336290736	989	0	0.424277623464354	0.407911527009783	980	1	0.456189710445797	0.430774400330852	974	0	0.449134680958549	0.425061799825555	0.628944032741431	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.014169331439325	*   : TAF2_UP_EXONS > CR	0.109526831490232	TAF2_UP_EXONS = AS_NC	0.635558826642169	TAF2_UP_EXONS = CS	0.00224459415653203	**  : TAF2_EXONS_DOWN > CR	0.349920852365744	TAF2_EXONS_DOWN = AS_NC	0.91950237881961	TAF2_EXONS_DOWN = CS	4.95332544393937e-10	*** : CR < AS_NC	1.18618358548544e-05	*** : CR < CS	0.117075082768942	AS_NC = CS
DOEXON_GCC	257	1	0.487079359874003	0.48	276	0	0.48902190500951	0.478931534065602	989	0	0.473390928976647	0.464	980	1	0.498185148697134	0.48850422832981	974	0	0.487881334747713	0.481024053003025	0.69794826830283	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.0689085681434603	TAF2_UP_EXONS = CR	0.105624038078076	TAF2_UP_EXONS = AS_NC	0.907348402408847	TAF2_UP_EXONS = CS	0.0161560508205454	*   : TAF2_EXONS_DOWN > CR	0.214824572444354	TAF2_EXONS_DOWN = AS_NC	0.740182564439762	TAF2_EXONS_DOWN = CS	4.31486602320398e-08	*** : CR < AS_NC	0.0023101727367169	**  : CR < CS	0.0228375571586668	*   : AS_NC > CS
RATIO_UPEXON_EXON_GCC	257	1	1.08716043903079	1.02678437827323	275	1	1.12383593249684	1.05053678973553	989	0	1.12246856299752	1.06132075471698	980	1	1.09200824745106	1.03465276499816	974	0	1.03183966894177	1.00361910776371	0.240067562667302	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.262304376576883	TAF2_UP_EXONS = CR	0.942682043582867	TAF2_UP_EXONS = AS_NC	0.0221650981910442	*   : TAF2_UP_EXONS > CS	0.809473348128669	TAF2_EXONS_DOWN = CR	0.13352338702896	TAF2_EXONS_DOWN = AS_NC	6.7633189867306e-05	*** : TAF2_EXONS_DOWN > CS	0.109703074015554	CR = AS_NC	2.30085154178287e-07	*** : CR > CS	0.000450082254205566	*** : AS_NC > CS
RATIO_UPINTRON_EXON_GCC	257	1	0.925035508432716	0.907004837308046	275	1	0.961234486417464	0.946009688934217	989	0	0.944328601949537	0.908418484062834	980	1	0.934561595150025	0.912835131518585	974	0	0.914032588861867	0.899821478073093	0.00582089471135268	**  : TAF2_UP_EXONS < TAF2_EXONS_DOWN	0.768901509445001	TAF2_UP_EXONS = CR	0.318251965728874	TAF2_UP_EXONS = AS_NC	0.642891471086879	TAF2_UP_EXONS = CS	0.00292925260169269	**  : TAF2_EXONS_DOWN > CR	0.0127615360352921	*   : TAF2_EXONS_DOWN > AS_NC	4.80096178705005e-05	*** : TAF2_EXONS_DOWN > CS	0.311761475664986	CR = AS_NC	0.250754973805479	CR = CS	0.0212044799850564	*   : AS_NC > CS
RATIO_DOINTRON_EXON_GCC	257	1	0.911503087321303	0.888393731179087	276	0	0.927404649371572	0.906267620238256	989	0	0.925673472998602	0.89686991573784	980	1	0.911735506842741	0.887389398415362	974	0	0.914838888307044	0.900001648636795	0.166079279707712	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.593800310421877	TAF2_UP_EXONS = CR	0.647250184860558	TAF2_UP_EXONS = AS_NC	0.368540748508027	TAF2_UP_EXONS = CS	0.240439347631987	TAF2_EXONS_DOWN = CR	0.156043142160739	TAF2_EXONS_DOWN = AS_NC	0.322120253589033	TAF2_EXONS_DOWN = CS	0.854634208809724	CR = AS_NC	0.670423299867568	CR = CS	0.473531041224404	AS_NC = CS
RATIO_DOEXON_EXON_GCC	257	1	1.0072354216166	0.995141564751215	276	0	1.01447173438503	0.990205575343875	989	0	1.04187127509157	1.00233644859813	980	1	1.00032025012873	0.986974066439925	974	0	0.999578842785687	0.985920929414626	0.780540485959488	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.335711972686138	TAF2_UP_EXONS = CR	0.527907600485261	TAF2_UP_EXONS = AS_NC	0.614816283263317	TAF2_UP_EXONS = CS	0.558336497798242	TAF2_EXONS_DOWN = CR	0.330426082387963	TAF2_EXONS_DOWN = AS_NC	0.381843576634274	TAF2_EXONS_DOWN = CS	0.0255600111519105	*   : CR > AS_NC	0.037269631422434	*   : CR > CS	0.879849721921652	AS_NC = CS
SF1_HIGHESTSCORE_3SS_UPINTRON	257	1	-6.31514232852019	-6.37398305499115	275	1	-6.24228451657278	-6.16830004820521	989	0	-6.12842205101944	-6.14070784350119	980	1	-6.26922119978135	-6.268715314834	974	0	-6.29082801675112	-6.29538356191616	0.201001140928614	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.00424315248475365	**  : TAF2_UP_EXONS < CR	0.392515871303718	TAF2_UP_EXONS = AS_NC	0.621410824792034	TAF2_UP_EXONS = CS	0.197934562287386	TAF2_EXONS_DOWN = CR	0.562848412214429	TAF2_EXONS_DOWN = AS_NC	0.33257053354524	TAF2_EXONS_DOWN = CS	0.00435669918457131	**  : CR > AS_NC	0.000546325215151312	*** : CR > CS	0.593145208646723	AS_NC = CS
SF1_HIGHESTSCORE_3SS_DOINTRON	257	1	-6.1586222003873	-6.18725008909148	276	0	-6.1838745765122	-6.19907936520405	989	0	-6.07791366857625	-6.11087711030691	980	1	-6.22113610719157	-6.18725008909148	974	0	-6.17120037295402	-6.17975040706721	0.651883974859081	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.272230691876428	TAF2_UP_EXONS = CR	0.380305783374658	TAF2_UP_EXONS = AS_NC	0.762341004713463	TAF2_UP_EXONS = CS	0.0876858067246769	TAF2_EXONS_DOWN = CR	0.714170612608659	TAF2_EXONS_DOWN = AS_NC	0.782194579974587	TAF2_EXONS_DOWN = CS	0.0027587159638378	**  : CR > AS_NC	0.0352050052569534	*   : CR > CS	0.398293812046078	AS_NC = CS
UP_5SS_20INT10EX_GCC	257	1	0.486964980544747	0.466666666666667	275	1	0.506545454545455	0.533333333333333	989	0	0.47020559487698	0.45	980	1	0.501207482993197	0.5	974	0	0.476865160848734	0.466666666666667	0.15195504216114	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.113222929817673	TAF2_UP_EXONS = CR	0.131425514394895	TAF2_UP_EXONS = AS_NC	0.501034065164313	TAF2_UP_EXONS = CS	0.000876224020873982	*** : TAF2_EXONS_DOWN > CR	0.730948628126054	TAF2_EXONS_DOWN = AS_NC	0.0100103627702871	*   : TAF2_EXONS_DOWN > CS	2.75641622660765e-06	*** : CR < AS_NC	0.144102958238813	CR = CS	0.000527654994010795	*** : AS_NC > CS
GCC_3SS_20INT10EX	258	0	0.442635658914729	0.433333333333333	276	0	0.449154589371981	0.433333333333333	989	0	0.406639703404112	0.4	981	0	0.454026503567788	0.433333333333333	974	0	0.441273100616016	0.433333333333333	0.504523413189082	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.00050909101393556	*** : TAF2_UP_EXONS > CR	0.177088805412501	TAF2_UP_EXONS = AS_NC	0.910292087449416	TAF2_UP_EXONS = CS	2.43775972327189e-05	*** : TAF2_EXONS_DOWN > CR	0.640523883537289	TAF2_EXONS_DOWN = AS_NC	0.440379774793828	TAF2_EXONS_DOWN = CS	1.93446097360475e-13	*** : CR < AS_NC	5.86255895060059e-08	*** : CR < CS	0.0597956239702569	AS_NC = CS
GCC_5SS_20INT10EX	258	0	0.46937984496124	0.466666666666667	276	0	0.465458937198068	0.433333333333333	989	0	0.438759689922481	0.433333333333333	981	0	0.474991505266735	0.466666666666667	974	0	0.465229295003422	0.466666666666667	0.62732814100009	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.00443105661198224	**  : TAF2_UP_EXONS > CR	0.575651431928513	TAF2_UP_EXONS = AS_NC	0.718745850547594	TAF2_UP_EXONS = CS	0.0291487400432138	*   : TAF2_EXONS_DOWN > CR	0.261527785135872	TAF2_EXONS_DOWN = AS_NC	0.866583720847773	TAF2_EXONS_DOWN = CS	1.36594185539296e-07	*** : CR < AS_NC	0.000150613345561834	*** : CR < CS	0.168661581164519	AS_NC = CS
DO_3SS_20INT10EX_GCC	257	1	0.425940337224384	0.4	276	0	0.435809178743961	0.408333333333334	989	0	0.404398382204247	0.4	980	1	0.440748299319728	0.433333333333333	974	0	0.43347022587269	0.416666666666667	0.535614612358876	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.016058076969011	*   : TAF2_UP_EXONS > CR	0.0782034652057659	TAF2_UP_EXONS = AS_NC	0.517746693958549	TAF2_UP_EXONS = CS	0.00296136408209251	**  : TAF2_EXONS_DOWN > CR	0.395330226827682	TAF2_EXONS_DOWN = AS_NC	0.916530015966287	TAF2_EXONS_DOWN = CS	8.6865589791216e-10	*** : CR < AS_NC	1.09636102127607e-05	*** : CR < CS	0.1488194460002	AS_NC = CS
MAXENTSCR_HSAMODEL_UPSTRM_5SS	257	1	8.39291828793774	8.68	275	1	8.19336363636364	8.7	989	0	8.44833670374115	8.78	980	1	8.38608163265306	8.73	974	0	8.16975872689938	8.565	0.704467741525046	TAF2_UP_EXONS = TAF2_EXONS_DOWN	0.58687280093635	TAF2_UP_EXONS = CR	0.709042280336351	TAF2_UP_EXONS = AS_NC	0.163744712256489	TAF2_UP_EXONS = CS	0.318111657772562	TAF2_EXONS_DOWN = CR	0.407825123183569	TAF2_EXONS_DOWN = AS_NC	0.344177867088668	TAF2_EXONS_DOWN = CS	0.800008987160997	CR = AS_NC	0.00265863261669768	**  : CR > CS	0.00580803309865067	**  : AS_NC > CS
MAXENTSCR_HSAMODEL_3SS	258	0	7.32953488372093	7.975	276	0	7.50474637681159	7.975	989	0	5.82455005055612	6.64	981	0	7.20222222222222	7.98	974	0	8.21222792607803	8.46	0.907067316333587	TAF2_UP_EXONS = TAF2_EXONS_DOWN	3.87442893580082e-08	*** : TAF2_UP_EXONS > CR	0.742897484344011	TAF2_UP_EXONS = AS_NC	0.00112010001384277	**  : TAF2_UP_EXONS < CS	1.73938794392711e-10	*** : TAF2_EXONS_DOWN > CR	0.715896525759634	TAF2_EXONS_DOWN = AS_NC	0.000718752153473245	*** : TAF2_EXONS_DOWN < CS	1.0678582040511e-17	*** : CR < AS_NC	1.92866168975686e-46	*** : CR < CS	3.9105208175713e-08	*** : AS_NC < CS
