EXPERIMENT	TYPE	EVENT	DIRECTION
TAF2∆IDR	Exon	HsaEX0012402	DOWN
TAF2∆IDR	Exon	HsaEX0003217	DOWN
TAF2∆IDR	Exon	HsaEX0015533	DOWN
TAF2∆IDR	Exon	HsaEX0011283	DOWN
TAF2∆IDR	Exon	HsaEX0063458	DOWN
TAF2∆IDR	Exon	HsaEX0037166	DOWN
TAF2∆IDR	Exon	HsaEX0052326	DOWN
TAF2∆IDR	Exon	HsaEX0045384	DOWN
TAF2∆IDR	Exon	HsaEX0041047	DOWN
TAF2∆IDR	Exon	HsaEX0018305	DOWN
TAF2∆IDR	Exon	HsaEX0011328	DOWN
TAF2∆IDR	Exon	HsaEX6028757	DOWN
TAF2∆IDR	Exon	HsaEX6037428	DOWN
TAF2∆IDR	Exon	HsaEX0035492	DOWN
TAF2∆IDR	Exon	HsaEX0056402	DOWN
TAF2∆IDR	Exon	HsaEX0032098	DOWN
TAF2∆IDR	Exon	HsaEX0030775	DOWN
TAF2∆IDR	Exon	HsaEX0007042	DOWN
TAF2∆IDR	Exon	HsaEX1000106	DOWN
TAF2∆IDR	Exon	HsaEX0029577	DOWN
TAF2∆IDR	Exon	HsaEX0053547	DOWN
TAF2∆IDR	Exon	HsaEX0052303	DOWN
TAF2∆IDR	Exon	HsaEX6045912	DOWN
TAF2∆IDR	Exon	HsaEX1012495	DOWN
TAF2∆IDR	Exon	HsaEX0071035	DOWN
TAF2∆IDR	Exon	HsaEX0003216	DOWN
TAF2∆IDR	Exon	HsaEX0042234	DOWN
TAF2∆IDR	Exon	HsaEX0067330	DOWN
TAF2∆IDR	Exon	HsaEX0051482	DOWN
TAF2∆IDR	Exon	HsaEX0033817	DOWN
TAF2∆IDR	Exon	HsaEX0036405	DOWN
TAF2∆IDR	Exon	HsaEX1039525	DOWN
TAF2∆IDR	Exon	HsaEX0037463	DOWN
TAF2∆IDR	Exon	HsaEX0024082	DOWN
TAF2∆IDR	Exon	HsaEX0044164	DOWN
TAF2∆IDR	Exon	HsaEX0007041	DOWN
TAF2∆IDR	Exon	HsaEX0007736	DOWN
TAF2∆IDR	Exon	HsaEX6050612	DOWN
TAF2∆IDR	Exon	HsaEX0058959	DOWN
TAF2∆IDR	Exon	HsaEX0059286	DOWN
TAF2∆IDR	Exon	HsaEX0022385	DOWN
TAF2∆IDR	Exon	HsaEX0052492	DOWN
TAF2∆IDR	Exon	HsaEX0070795	DOWN
TAF2∆IDR	Exon	HsaEX0033815	DOWN
TAF2∆IDR	Exon	HsaEX0028340	DOWN
TAF2∆IDR	Exon	HsaEX0036972	DOWN
TAF2∆IDR	Exon	HsaEX7105289	DOWN
TAF2∆IDR	Exon	HsaEX1016743	DOWN
TAF2∆IDR	Exon	HsaEX1013430	DOWN
TAF2∆IDR	Exon	HsaEX7008440	DOWN
TAF2∆IDR	Exon	HsaEX0004680	DOWN
TAF2∆IDR	Exon	HsaEX0032806	DOWN
TAF2∆IDR	Exon	HsaEX0035436	DOWN
TAF2∆IDR	Exon	HsaEX0033194	DOWN
TAF2∆IDR	Exon	HsaEX0001567	DOWN
TAF2∆IDR	Exon	HsaEX0074420	DOWN
TAF2∆IDR	Exon	HsaEX0059442	DOWN
TAF2∆IDR	Exon	HsaEX0001620	DOWN
TAF2∆IDR	Exon	HsaEX0062594	DOWN
TAF2∆IDR	Exon	HsaEX1001486	DOWN
TAF2∆IDR	Exon	HsaEX1037317	DOWN
TAF2∆IDR	Exon	HsaEX0038792	DOWN
TAF2∆IDR	Exon	HsaEX0035149	DOWN
TAF2∆IDR	Exon	HsaEX0072684	DOWN
TAF2∆IDR	Exon	HsaEX0074387	DOWN
TAF2∆IDR	Exon	HsaEX0019069	DOWN
TAF2∆IDR	Exon	HsaEX0013079	DOWN
TAF2∆IDR	Exon	HsaEX0030592	DOWN
TAF2∆IDR	Exon	HsaEX0068786	DOWN
TAF2∆IDR	Exon	HsaEX0067636	DOWN
TAF2∆IDR	Exon	HsaEX0026477	DOWN
TAF2∆IDR	Exon	HsaEX0067637	DOWN
TAF2∆IDR	Exon	HsaEX6090354	DOWN
TAF2∆IDR	Exon	HsaEX0009072	DOWN
TAF2∆IDR	Exon	HsaEX0013126	DOWN
TAF2∆IDR	Exon	HsaEX0024078	DOWN
TAF2∆IDR	Exon	HsaEX0043533	DOWN
TAF2∆IDR	Exon	HsaEX0034226	DOWN
TAF2∆IDR	Exon	HsaEX0014558	DOWN
TAF2∆IDR	Exon	HsaEX0007036	DOWN
TAF2∆IDR	Exon	HsaEX0035362	DOWN
TAF2∆IDR	Exon	HsaEX1044939	DOWN
TAF2∆IDR	Exon	HsaEX0003897	DOWN
TAF2∆IDR	Exon	HsaEX1033855	DOWN
TAF2∆IDR	Exon	HsaEX0035123	DOWN
TAF2∆IDR	Exon	HsaEX0070806	DOWN
TAF2∆IDR	Exon	HsaEX0011996	DOWN
TAF2∆IDR	Exon	HsaEX0068916	DOWN
TAF2∆IDR	Exon	HsaEX0049987	DOWN
TAF2∆IDR	Exon	HsaEX0073355	DOWN
TAF2∆IDR	Exon	HsaEX0059101	DOWN
TAF2∆IDR	Exon	HsaEX0044506	DOWN
TAF2∆IDR	Exon	HsaEX0010560	DOWN
TAF2∆IDR	Exon	HsaEX0029199	DOWN
TAF2∆IDR	Exon	HsaEX0060936	DOWN
TAF2∆IDR	Exon	HsaEX0051995	DOWN
TAF2∆IDR	Exon	HsaEX0021797	DOWN
TAF2∆IDR	Exon	HsaEX0013098	DOWN
TAF2∆IDR	Exon	HsaEX0025989	DOWN
TAF2∆IDR	Exon	HsaEX0000959	DOWN
TAF2∆IDR	Exon	HsaEX0046796	DOWN
TAF2∆IDR	Exon	HsaEX0007889	DOWN
TAF2∆IDR	Exon	HsaEX0019086	DOWN
TAF2∆IDR	Exon	HsaEX0023988	DOWN
TAF2∆IDR	Exon	HsaEX0042924	DOWN
TAF2∆IDR	Exon	HsaEX0050973	DOWN
TAF2∆IDR	Exon	HsaEX1019178	DOWN
TAF2∆IDR	Exon	HsaEX6048804	DOWN
TAF2∆IDR	Exon	HsaEX1045307	DOWN
TAF2∆IDR	Exon	HsaEX0066679	DOWN
TAF2∆IDR	Exon	HsaEX0051812	DOWN
TAF2∆IDR	Exon	HsaEX0013128	DOWN
TAF2∆IDR	Exon	HsaEX6097695	DOWN
TAF2∆IDR	Exon	HsaEX0062788	DOWN
TAF2∆IDR	Exon	HsaEX0025698	DOWN
TAF2∆IDR	Exon	HsaEX0025272	DOWN
TAF2∆IDR	Exon	HsaEX0036839	DOWN
TAF2∆IDR	Exon	HsaEX0013420	DOWN
TAF2∆IDR	Exon	HsaEX1008204	DOWN
TAF2∆IDR	Exon	HsaEX0003625	DOWN
TAF2∆IDR	Exon	HsaEX0070235	DOWN
TAF2∆IDR	Exon	HsaEX0067187	DOWN
TAF2∆IDR	Exon	HsaEX0055322	DOWN
TAF2	Intron	HsaINT1010111	UP
TAF2	Intron	HsaINT0071958	UP
TAF2	Intron	HsaINT0128027	UP
TAF2	Intron	HsaINT0089912	UP
TAF2	Intron	HsaINT0133029	UP
TAF2	Intron	HsaINT0132652	UP
TAF2	Intron	HsaINT1004766	UP
TAF2	Intron	HsaINT0063446	UP
TAF2	Intron	HsaINT1024174	UP
TAF2	Intron	HsaINT0104511	UP
TAF2	Intron	HsaINT0133030	UP
TAF2	Intron	HsaINT0002805	UP
TAF2	Intron	HsaINT0025214	UP
TAF2	Intron	HsaINT0024047	UP
TAF2	Intron	HsaINT0169425	UP
TAF2	Intron	HsaINT1039753	UP
TAF2	Intron	HsaINT0041035	UP
TAF2	Intron	HsaINT0036037	UP
TAF2	Intron	HsaINT0030087	UP
TAF2	Intron	HsaINT1038302	UP
TAF2	Intron	HsaINT1020343	UP
TAF2	Intron	HsaINT0043195	UP
TAF2	Intron	HsaINT1044294	UP
TAF2	Intron	HsaINT0086232	UP
TAF2	Intron	HsaINT1019028	UP
TAF2	Intron	HsaINT0127537	UP
TAF2	Intron	HsaINT0154225	UP
TAF2	Intron	HsaINT0023977	UP
TAF2	Intron	HsaINT0062282	UP
TAF2	Intron	HsaINT0100106	UP
TAF2	Intron	HsaINT0033265	UP
TAF2	Intron	HsaINT1005723	UP
TAF2	Intron	HsaINT0148998	UP
TAF2	Intron	HsaINT0028880	UP
TAF2	Intron	HsaINT0054210	UP
TAF2	Intron	HsaINT0043016	UP
TAF2	Intron	HsaINT1024242	UP
TAF2	Intron	HsaINT0072905	UP
TAF2	Intron	HsaINT0047387	UP
TAF2	Intron	HsaINT0063980	UP
TAF2	Intron	HsaINT1010488	UP
TAF2	Intron	HsaINT0179857	UP
TAF2	Intron	HsaINT0153344	UP
TAF2	Intron	HsaINT0073995	UP
TAF2	Intron	HsaINT0098613	UP
TAF2	Intron	HsaINT1018257	UP
TAF2	Intron	HsaINT0047384	UP
TAF2	Intron	HsaINT0043466	UP
TAF2	Intron	HsaINT0055586	UP
TAF2	Intron	HsaINT0028554	UP
TAF2	Intron	HsaINT0043017	UP
TAF2	Intron	HsaINT1023423	UP
TAF2	Intron	HsaINT1047659	UP
TAF2	Intron	HsaINT1043593	UP
TAF2	Intron	HsaINT1026127	UP
TAF2	Intron	HsaINT0066168	UP
TAF2	Intron	HsaINT1041333	UP
TAF2	Intron	HsaINT0133031	UP
TAF2	Intron	HsaINT0077790	UP
TAF2	Intron	HsaINT0041658	UP
TAF2	Intron	HsaINT0096122	UP
TAF2	Intron	HsaINT0185242	UP
TAF2	Intron	HsaINT1026128	UP
TAF2	Intron	HsaINT0136834	UP
TAF2	Intron	HsaINT0097966	UP
TAF2	Intron	HsaINT0025215	UP
TAF2	Intron	HsaINT0151942	UP
TAF2	Intron	HsaINT0173301	UP
TAF2	Intron	HsaINT0186516	UP
TAF2	Intron	HsaINT0033222	UP
TAF2	Intron	HsaINT0025205	UP
TAF2	Intron	HsaINT0168029	UP
TAF2	Intron	HsaINT0016360	UP
TAF2	Intron	HsaINT1044618	UP
TAF2	Intron	HsaINT0058362	UP
TAF2	Intron	HsaINT0096069	UP
TAF2	Intron	HsaINT0135781	UP
TAF2	Intron	HsaINT0044538	UP
TAF2	Intron	HsaINT1045157	UP
TAF2	Intron	HsaINT0168908	UP
TAF2	Intron	HsaINT0029046	UP
TAF2	Intron	HsaINT1020227	UP
TAF2	Intron	HsaINT0040310	UP
TAF2	Intron	HsaINT0095601	UP
TAF2	Intron	HsaINT0082204	UP
TAF2	Intron	HsaINT1039951	UP
TAF2	Intron	HsaINT0140585	UP
TAF2	Intron	HsaINT0187531	UP
TAF2	Intron	HsaINT0007190	UP
TAF2	Intron	HsaINT0035898	UP
TAF2	Intron	HsaINT0140595	UP
TAF2	Intron	HsaINT0169426	UP
TAF2	Intron	HsaINT0148621	UP
TAF2	Intron	HsaINT0100943	UP
TAF2	Intron	HsaINT0019920	UP
TAF2	Intron	HsaINT1026218	UP
TAF2	Intron	HsaINT0102653	UP
TAF2	Intron	HsaINT0090834	UP
TAF2	Intron	HsaINT0168241	UP
TAF2	Intron	HsaINT0187288	UP
TAF2	Intron	HsaINT1048120	UP
TAF2	Intron	HsaINT1047332	UP
TAF2	Intron	HsaINT0011008	UP
TAF2	Intron	HsaINT0151884	UP
TAF2	Intron	HsaINT0129575	UP
TAF2	Intron	HsaINT0055872	UP
TAF2	Intron	HsaINT0012853	UP
TAF2	Intron	HsaINT0027711	UP
TAF2	Intron	HsaINT0123246	UP
TAF2	Intron	HsaINT0152271	UP
TAF2	Intron	HsaINT0002075	UP
TAF2	Intron	HsaINT0124384	UP
TAF2	Intron	HsaINT0120302	UP
TAF2	Intron	HsaINT0170726	UP
TAF2	Intron	HsaINT0146035	UP
TAF2	Intron	HsaINT1002655	UP
TAF2	Intron	HsaINT0188820	UP
TAF2	Intron	HsaINT0056525	UP
TAF2	Intron	HsaINT1014313	UP
TAF2	Intron	HsaINT0082205	UP
TAF2∆IDR	Intron	HsaINT1010111	UP
TAF2∆IDR	Intron	HsaINT0071958	UP
TAF2∆IDR	Intron	HsaINT0128027	UP
TAF2∆IDR	Intron	HsaINT0089912	UP
TAF2∆IDR	Intron	HsaINT0133029	UP
TAF2∆IDR	Intron	HsaINT0132652	UP
TAF2∆IDR	Intron	HsaINT1004766	UP
TAF2∆IDR	Intron	HsaINT0063446	UP
TAF2∆IDR	Intron	HsaINT1024174	UP
TAF2∆IDR	Intron	HsaINT0104511	UP
TAF2∆IDR	Intron	HsaINT0133030	UP
TAF2∆IDR	Intron	HsaINT0002805	UP
TAF2∆IDR	Intron	HsaINT0025214	UP
TAF2∆IDR	Intron	HsaINT0024047	UP
TAF2∆IDR	Intron	HsaINT0169425	UP
TAF2∆IDR	Intron	HsaINT1039753	UP
TAF2∆IDR	Intron	HsaINT0041035	UP
TAF2∆IDR	Intron	HsaINT0036037	UP
TAF2∆IDR	Intron	HsaINT1001667	UP
TAF2∆IDR	Intron	HsaINT0120486	UP
TAF2∆IDR	Intron	HsaINT0146031	UP
TAF2∆IDR	Intron	HsaINT0121197	UP
TAF2∆IDR	Intron	HsaINT1004818	UP
TAF2∆IDR	Intron	HsaINT0093277	UP
TAF2∆IDR	Intron	HsaINT0033242	UP
TAF2∆IDR	Intron	HsaINT0140583	UP
TAF2∆IDR	Intron	HsaINT1027239	UP
TAF2∆IDR	Intron	HsaINT0095835	UP
TAF2∆IDR	Intron	HsaINT1017002	UP
TAF2∆IDR	Intron	HsaINT0119174	UP
TAF2∆IDR	Intron	HsaINT0131129	UP
TAF2∆IDR	Intron	HsaINT0115252	UP
TAF2∆IDR	Intron	HsaINT0155901	UP
TAF2∆IDR	Intron	HsaINT0012810	UP
TAF2∆IDR	Intron	HsaINT0156301	UP
TAF2∆IDR	Intron	HsaINT1033366	UP
TAF2∆IDR	Intron	HsaINT0187232	UP
TAF2∆IDR	Intron	HsaINT1023208	UP
TAF2∆IDR	Intron	HsaINT0170241	UP
TAF2∆IDR	Intron	HsaINT0074497	UP
TAF2∆IDR	Intron	HsaINT0033258	UP
TAF2∆IDR	Intron	HsaINT0055582	UP
TAF2∆IDR	Intron	HsaINT1029883	UP
TAF2∆IDR	Intron	HsaINT0101099	UP
TAF2∆IDR	Intron	HsaINT1014050	UP
TAF2∆IDR	Intron	HsaINT0084321	UP
TAF2∆IDR	Intron	HsaINT0153240	UP
TAF2∆IDR	Intron	HsaINT0143269	UP
TAF2∆IDR	Intron	HsaINT0021197	UP
TAF2∆IDR	Intron	HsaINT0165695	UP
TAF2∆IDR	Intron	HsaINT1007768	UP
TAF2∆IDR	Intron	HsaINT1037179	UP
TAF2∆IDR	Intron	HsaINT1037790	UP
TAF2∆IDR	Intron	HsaINT1015420	UP
TAF2∆IDR	Intron	HsaINT1019734	UP
TAF2∆IDR	Intron	HsaINT0169413	UP
TAF2∆IDR	Intron	HsaINT1026022	UP
TAF2∆IDR	Intron	HsaINT0148918	UP
TAF2∆IDR	Intron	HsaINT0022616	UP
TAF2∆IDR	Intron	HsaINT1024529	UP
TAF2∆IDR	Intron	HsaINT1028181	UP
TAF2∆IDR	Intron	HsaINT1004379	UP
TAF2∆IDR	Intron	HsaINT1037902	UP
TAF2∆IDR	Intron	HsaINT0021752	UP
TAF2∆IDR	Intron	HsaINT1026309	UP
TAF2∆IDR	Intron	HsaINT0128108	UP
TAF2∆IDR	Intron	HsaINT0185870	UP
TAF2∆IDR	Intron	HsaINT1014065	UP
TAF2∆IDR	Intron	HsaINT1026130	UP
TAF2∆IDR	Intron	HsaINT0002093	UP
TAF2∆IDR	Intron	HsaINT0051466	UP
TAF2∆IDR	Intron	HsaINT0143170	UP
TAF2∆IDR	Intron	HsaINT0047185	UP
TAF2∆IDR	Intron	HsaINT0028230	UP
TAF2∆IDR	Intron	HsaINT0154235	UP
TAF2∆IDR	Intron	HsaINT0067143	UP
TAF2∆IDR	Intron	HsaINT0095834	UP
TAF2∆IDR	Intron	HsaINT0069485	UP
TAF2∆IDR	Intron	HsaINT0058585	UP
TAF2∆IDR	Intron	HsaINT0026293	UP
TAF2∆IDR	Intron	HsaINT1009607	UP
TAF2∆IDR	Intron	HsaINT0185580	UP
TAF2∆IDR	Intron	HsaINT0130475	UP
TAF2∆IDR	Intron	HsaINT0186907	UP
TAF2∆IDR	Intron	HsaINT0098615	UP
TAF2∆IDR	Intron	HsaINT0005481	UP
TAF2∆IDR	Intron	HsaINT0104733	UP
TAF2∆IDR	Intron	HsaINT0025213	UP
TAF2∆IDR	Intron	HsaINT0139884	UP
TAF2∆IDR	Intron	HsaINT1022780	UP
TAF2∆IDR	Intron	HsaINT0092503	UP
TAF2∆IDR	Intron	HsaINT1036692	UP
TAF2∆IDR	Intron	HsaINT0021976	UP
TAF2∆IDR	Intron	HsaINT1045884	UP
TAF2∆IDR	Intron	HsaINT1040105	UP
TAF2∆IDR	Intron	HsaINT0053434	UP
TAF2	Intron	HsaINT0051453	DOWN
TAF2	Intron	HsaINT0168030	DOWN
TAF2	Intron	HsaINT0111581	DOWN
TAF2	Intron	HsaINT0001237	DOWN
TAF2	Intron	HsaINT0148994	DOWN
TAF2	Intron	HsaINT1003646	DOWN
TAF2	Intron	HsaINT0093843	DOWN
TAF2	Intron	HsaINT0015972	DOWN
TAF2	Intron	HsaINT0097964	DOWN
TAF2	Intron	HsaINT0089283	DOWN
TAF2	Intron	HsaINT0002414	DOWN
TAF2	Intron	HsaINT0148018	DOWN
TAF2	Intron	HsaINT0182501	DOWN
TAF2	Intron	HsaINT0151012	DOWN
TAF2	Intron	HsaINT0126337	DOWN
TAF2	Intron	HsaINT0127539	DOWN
TAF2	Intron	HsaINT0167828	DOWN
TAF2	Intron	HsaINT1003169	DOWN
TAF2	Intron	HsaINT0086020	DOWN
TAF2	Intron	HsaINT0129106	DOWN
TAF2	Intron	HsaINT1034985	DOWN
TAF2	Intron	HsaINT1045031	DOWN
TAF2	Intron	HsaINT1027190	DOWN
TAF2	Intron	HsaINT0047048	DOWN
TAF2	Intron	HsaINT0140388	DOWN
TAF2	Intron	HsaINT1024910	DOWN
TAF2	Intron	HsaINT1042051	DOWN
TAF2	Intron	HsaINT1026647	DOWN
TAF2	Intron	HsaINT0114361	DOWN
TAF2	Intron	HsaINT0136676	DOWN
TAF2	Intron	HsaINT1017197	DOWN
TAF2	Intron	HsaINT0035981	DOWN
TAF2	Intron	HsaINT0179017	DOWN
TAF2	Intron	HsaINT0025140	DOWN
TAF2	Intron	HsaINT0001236	DOWN
TAF2	Intron	HsaINT0082090	DOWN
TAF2	Intron	HsaINT0009479	DOWN
TAF2	Intron	HsaINT0184011	DOWN
TAF2	Intron	HsaINT1031916	DOWN
TAF2	Intron	HsaINT0180264	DOWN
TAF2	Intron	HsaINT0090960	DOWN
TAF2	Intron	HsaINT1030406	DOWN
TAF2	Intron	HsaINT1047813	DOWN
TAF2	Intron	HsaINT0050456	DOWN
TAF2	Intron	HsaINT0063280	DOWN
TAF2	Intron	HsaINT0120120	DOWN
TAF2	Intron	HsaINT0098623	DOWN
TAF2	Intron	HsaINT0095058	DOWN
TAF2	Intron	HsaINT0188404	DOWN
TAF2	Intron	HsaINT0059829	DOWN
TAF2	Intron	HsaINT0129566	DOWN
TAF2	Intron	HsaINT0082203	DOWN
TAF2	Intron	HsaINT1028415	DOWN
TAF2	Intron	HsaINT0066592	DOWN
TAF2	Intron	HsaINT0161312	DOWN
TAF2	Intron	HsaINT0012083	DOWN
TAF2	Intron	HsaINT0093078	DOWN
TAF2	Intron	HsaINT0154682	DOWN
TAF2	Intron	HsaINT0141361	DOWN
TAF2	Intron	HsaINT1045023	DOWN
TAF2	Intron	HsaINT0120119	DOWN
TAF2	Intron	HsaINT1009710	DOWN
TAF2	Intron	HsaINT1043191	DOWN
TAF2	Intron	HsaINT0106458	DOWN
TAF2	Intron	HsaINT0140384	DOWN
TAF2	Intron	HsaINT0050569	DOWN
TAF2	Intron	HsaINT0031478	DOWN
TAF2	Intron	HsaINT0043018	DOWN
TAF2	Intron	HsaINT0186964	DOWN
TAF2	Intron	HsaINT0187200	DOWN
TAF2	Intron	HsaINT1048151	DOWN
TAF2	Intron	HsaINT1036113	DOWN
TAF2	Intron	HsaINT0140455	DOWN
TAF2	Intron	HsaINT1038627	DOWN
TAF2	Intron	HsaINT1015220	DOWN
TAF2	Intron	HsaINT1004361	DOWN
TAF2	Intron	HsaINT1015862	DOWN
TAF2	Intron	HsaINT1015827	DOWN
TAF2	Intron	HsaINT0043697	DOWN
TAF2	Intron	HsaINT0040307	DOWN
TAF2	Intron	HsaINT0145690	DOWN
TAF2	Intron	HsaINT1019656	DOWN
TAF2	Intron	HsaINT0096999	DOWN
TAF2	Intron	HsaINT0009480	DOWN
TAF2	Intron	HsaINT0005458	DOWN
TAF2	Intron	HsaINT1047294	DOWN
TAF2	Intron	HsaINT1014432	DOWN
TAF2	Intron	HsaINT0150071	DOWN
TAF2	Intron	HsaINT0040308	DOWN
TAF2	Intron	HsaINT1042005	DOWN
TAF2	Intron	HsaINT1002961	DOWN
TAF2	Intron	HsaINT0168356	DOWN
TAF2	Intron	HsaINT1038139	DOWN
TAF2	Intron	HsaINT0186975	DOWN
TAF2	Intron	HsaINT0002403	DOWN
TAF2	Intron	HsaINT1025720	DOWN
TAF2	Intron	HsaINT0122610	DOWN
TAF2	Intron	HsaINT0093652	DOWN
TAF2	Intron	HsaINT0169410	DOWN
TAF2∆IDR	Intron	HsaINT0051453	DOWN
TAF2∆IDR	Intron	HsaINT0168030	DOWN
TAF2∆IDR	Intron	HsaINT0111581	DOWN
TAF2∆IDR	Intron	HsaINT0001237	DOWN
TAF2∆IDR	Intron	HsaINT0148994	DOWN
TAF2∆IDR	Intron	HsaINT1003646	DOWN
TAF2∆IDR	Intron	HsaINT0093843	DOWN
TAF2∆IDR	Intron	HsaINT0015972	DOWN
TAF2∆IDR	Intron	HsaINT0097964	DOWN
TAF2∆IDR	Intron	HsaINT0089283	DOWN
TAF2∆IDR	Intron	HsaINT0002414	DOWN
TAF2∆IDR	Intron	HsaINT0148018	DOWN
TAF2∆IDR	Intron	HsaINT0182501	DOWN
TAF2∆IDR	Intron	HsaINT0151012	DOWN
TAF2∆IDR	Intron	HsaINT0126337	DOWN
TAF2∆IDR	Intron	HsaINT0127539	DOWN
TAF2∆IDR	Intron	HsaINT0167828	DOWN
TAF2∆IDR	Intron	HsaINT1003169	DOWN
TAF2∆IDR	Intron	HsaINT0086020	DOWN
TAF2∆IDR	Intron	HsaINT0129106	DOWN
TAF2∆IDR	Intron	HsaINT1034985	DOWN
TAF2∆IDR	Intron	HsaINT1045031	DOWN
TAF2∆IDR	Intron	HsaINT1027190	DOWN
TAF2∆IDR	Intron	HsaINT0047048	DOWN
TAF2∆IDR	Intron	HsaINT0140388	DOWN
TAF2∆IDR	Intron	HsaINT1024910	DOWN
TAF2∆IDR	Intron	HsaINT1042051	DOWN
TAF2∆IDR	Intron	HsaINT1026647	DOWN
TAF2∆IDR	Intron	HsaINT0114361	DOWN
TAF2∆IDR	Intron	HsaINT0136676	DOWN
TAF2∆IDR	Intron	HsaINT1017197	DOWN
TAF2∆IDR	Intron	HsaINT0035981	DOWN
TAF2∆IDR	Intron	HsaINT0012085	DOWN
TAF2∆IDR	Intron	HsaINT0113823	DOWN
TAF2∆IDR	Intron	HsaINT1032082	DOWN
TAF2∆IDR	Intron	HsaINT0002413	DOWN
TAF2∆IDR	Intron	HsaINT1032871	DOWN
TAF2∆IDR	Intron	HsaINT0165715	DOWN
TAF2∆IDR	Intron	HsaINT0165390	DOWN
TAF2∆IDR	Intron	HsaINT0089924	DOWN
TAF2∆IDR	Intron	HsaINT0062942	DOWN
TAF2∆IDR	Intron	HsaINT0033241	DOWN
TAF2∆IDR	Intron	HsaINT1034857	DOWN
TAF2∆IDR	Intron	HsaINT0106180	DOWN
TAF2∆IDR	Intron	HsaINT1033072	DOWN
TAF2∆IDR	Intron	HsaINT0126414	DOWN
TAF2∆IDR	Intron	HsaINT0066599	DOWN
TAF2∆IDR	Intron	HsaINT0018731	DOWN
TAF2∆IDR	Intron	HsaINT0106977	DOWN
TAF2∆IDR	Intron	HsaINT0084326	DOWN
TAF2∆IDR	Intron	HsaINT0151034	DOWN
TAF2∆IDR	Intron	HsaINT1015859	DOWN
TAF2∆IDR	Intron	HsaINT0188371	DOWN
TAF2∆IDR	Intron	HsaINT0055641	DOWN
TAF2∆IDR	Intron	HsaINT1023418	DOWN
TAF2∆IDR	Intron	HsaINT1046274	DOWN
TAF2∆IDR	Intron	HsaINT0022896	DOWN
TAF2∆IDR	Intron	HsaINT0127311	DOWN
TAF2∆IDR	Intron	HsaINT1003529	DOWN
TAF2∆IDR	Intron	HsaINT1014146	DOWN
TAF2∆IDR	Intron	HsaINT1028179	DOWN
TAF2∆IDR	Intron	HsaINT0060701	DOWN
TAF2∆IDR	Intron	HsaINT0108295	DOWN
TAF2∆IDR	Intron	HsaINT0040403	DOWN
TAF2∆IDR	Intron	HsaINT0140389	DOWN
TAF2∆IDR	Intron	HsaINT1014576	DOWN
TAF2∆IDR	Intron	HsaINT0045495	DOWN
TAF2∆IDR	Intron	HsaINT0070137	DOWN
TAF2∆IDR	Intron	HsaINT0092378	DOWN
TAF2∆IDR	Intron	HsaINT1025539	DOWN
TAF2∆IDR	Intron	HsaINT0084318	DOWN
TAF2∆IDR	Intron	HsaINT1005660	DOWN
TAF2∆IDR	Intron	HsaINT1022719	DOWN
TAF2∆IDR	Intron	HsaINT1014213	DOWN
TAF2∆IDR	Intron	HsaINT1000099	DOWN
TAF2∆IDR	Intron	HsaINT0120107	DOWN
TAF2∆IDR	Intron	HsaINT0179823	DOWN
TAF2∆IDR	Intron	HsaINT1030282	DOWN
TAF2∆IDR	Intron	HsaINT0182021	DOWN
TAF2∆IDR	Intron	HsaINT0167825	DOWN
TAF2∆IDR	Intron	HsaINT0011557	DOWN
TAF2∆IDR	Intron	HsaINT0121968	DOWN
TAF2∆IDR	Intron	HsaINT0027762	DOWN
TAF2∆IDR	Intron	HsaINT1023210	DOWN
TAF2∆IDR	Intron	HsaINT0058229	DOWN
TAF2∆IDR	Intron	HsaINT0169495	DOWN
TAF2∆IDR	Intron	HsaINT0187647	DOWN
TAF2∆IDR	Intron	HsaINT1020854	DOWN
TAF2∆IDR	Intron	HsaINT0111200	DOWN
TAF2∆IDR	Intron	HsaINT0052676	DOWN
TAF2∆IDR	Intron	HsaINT0115916	DOWN
TAF2∆IDR	Intron	HsaINT1030937	DOWN
TAF2∆IDR	Intron	HsaINT1027523	DOWN
TAF2∆IDR	Intron	HsaINT0011021	DOWN
TAF2∆IDR	Intron	HsaINT0012974	DOWN
TAF2∆IDR	Intron	HsaINT0112629	DOWN
TAF2∆IDR	Intron	HsaINT0100942	DOWN
TAF2∆IDR	Intron	HsaINT1014737	DOWN
TAF2∆IDR	Intron	HsaINT1037477	DOWN
TAF2∆IDR	Intron	HsaINT1034307	DOWN
TAF2∆IDR	Intron	HsaINT1008370	DOWN
TAF2∆IDR	Intron	HsaINT0120106	DOWN
TAF2∆IDR	Intron	HsaINT0091740	DOWN
TAF2∆IDR	Intron	HsaINT0181059	DOWN
TAF2∆IDR	Intron	HsaINT0035223	DOWN
TAF2	Alt. 3' ss	HsaALTA1003439-1/2	BOTH
TAF2	Alt. 3' ss	HsaALTA0009384-4/4	BOTH
TAF2	Alt. 3' ss	HsaALTA1030104-4/4	BOTH
TAF2	Alt. 3' ss	HsaALTA0008342-2/4	BOTH
TAF2	Alt. 3' ss	HsaALTA0004816-2/2	BOTH
TAF2	Alt. 3' ss	HsaALTA1017871-1/4	BOTH
TAF2	Alt. 3' ss	HsaALTA0002547-1/2	BOTH
TAF2	Alt. 3' ss	HsaALTA0008401-2/4	BOTH
