FEATURE	UP_INTRONS_TAF2_N_DATAPOINTS	UP_INTRONS_TAF2_N_NA	UP_INTRONS_TAF2_MEAN	UP_INTRONS_TAF2_MEDIAN	DOWN_INTRONS_TAF2_N_DATAPOINTS	DOWN_INTRONS_TAF2_N_NA	DOWN_INTRONS_TAF2_MEAN	DOWN_INTRONS_TAF2_MEDIAN	UP_INTRONS_TAF2dIDR_N_DATAPOINTS	UP_INTRONS_TAF2dIDR_N_NA	UP_INTRONS_TAF2dIDR_MEAN	UP_INTRONS_TAF2dIDR_MEDIAN	DOWN_INTRONS_TAF2dIDR_N_DATAPOINTS	DOWN_INTRONS_TAF2dIDR_N_NA	DOWN_INTRONS_TAF2dIDR_MEAN	DOWN_INTRONS_TAF2dIDR_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_UP_INTRONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_UP_INTRONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_UP_INTRONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_UP_INTRONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_DOWN_INTRONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_DOWN_INTRONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_DOWN_INTRONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
INTRON_3SS_20INT10EX_GCC	107	0	0.568535825545171	0.6	94	0	0.497872340425532	0.533333333333333	89	0	0.550561797752809	0.566666666666667	100	0	0.533333333333333	0.566666666666667	49	0	0.56530612244898	0.6	966	0	0.418288474810214	0.4	949	0	0.568598524762908	0.6	0.000885121259891711	*** : UP_INTRONS_TAF2 > DOWN_INTRONS_TAF2	0.207265868579973	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.0484362651678628	*   : UP_INTRONS_TAF2 > DOWN_INTRONS_TAF2dIDR	0.662391055348529	UP_INTRONS_TAF2 = CR	3.91953179022003e-20	*** : UP_INTRONS_TAF2 > CS	0.583164146725272	UP_INTRONS_TAF2 = AS_NC	0.0226531068248982	*   : DOWN_INTRONS_TAF2 < UP_INTRONS_TAF2dIDR	0.126999772910418	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.0174200879090702	*   : DOWN_INTRONS_TAF2 < CR	1.49893872513547e-07	*** : DOWN_INTRONS_TAF2 > CS	1.26083735901401e-05	*** : DOWN_INTRONS_TAF2 < AS_NC	0.359919825799446	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.517089298298177	UP_INTRONS_TAF2dIDR = CR	1.92349932735755e-16	*** : UP_INTRONS_TAF2dIDR > CS	0.219102907179027	UP_INTRONS_TAF2dIDR = AS_NC	0.190774580663355	DOWN_INTRONS_TAF2dIDR = CR	2.58003348119249e-14	*** : DOWN_INTRONS_TAF2dIDR > CS	0.0104433698364109	*   : DOWN_INTRONS_TAF2dIDR < AS_NC	1.72611033168075e-10	*** : CR > CS	0.932471049235586	CR = AS_NC	2.19029289656072e-111	*** : CS < AS_NC
MAXENTSCR_HSAMODEL_5SS	107	0	7.2514953271028	7.96	94	0	7.22063829787234	7.895	89	0	8.01606741573034	8.73	100	0	6.8956	7.65	49	0	2.47673469387755	4.05	966	0	8.46791925465839	8.88	949	0	7.21516332982086	8.07	0.910020307115023	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.0307750673095697	*   : UP_INTRONS_TAF2 < UP_INTRONS_TAF2dIDR	0.482407367926963	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	1.85020670600965e-07	*** : UP_INTRONS_TAF2 > CR	6.24525369194478e-06	*** : UP_INTRONS_TAF2 < CS	0.502152936994247	UP_INTRONS_TAF2 = AS_NC	0.0145033954948875	*   : DOWN_INTRONS_TAF2 < UP_INTRONS_TAF2dIDR	0.593682553231467	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	2.25842897881344e-07	*** : DOWN_INTRONS_TAF2 > CR	1.60443226693292e-06	*** : DOWN_INTRONS_TAF2 < CS	0.362638043647225	DOWN_INTRONS_TAF2 = AS_NC	0.00245377336194511	**  : UP_INTRONS_TAF2dIDR > DOWN_INTRONS_TAF2dIDR	1.92598324828856e-10	*** : UP_INTRONS_TAF2dIDR > CR	0.192315446530969	UP_INTRONS_TAF2dIDR = CS	0.0260367273923702	*   : UP_INTRONS_TAF2dIDR > AS_NC	1.13282934243395e-06	*** : DOWN_INTRONS_TAF2dIDR > CR	1.30147284863086e-08	*** : DOWN_INTRONS_TAF2dIDR < CS	0.0837871356362696	DOWN_INTRONS_TAF2dIDR = AS_NC	2.20109419529452e-17	*** : CR < CS	1.19476096637154e-10	*** : CR < AS_NC	3.2657353631044e-18	*** : CS > AS_NC
MAXENTSCR_HSAMODEL_3SS	107	0	7.87009345794393	8.16	94	0	7.68117021276596	7.94	89	0	7.25685393258427	7.49	100	0	7.55	8.565	49	0	1.20612244897959	4.24	966	0	8.66806418219462	8.775	949	0	7.64245521601686	8.28	0.720900478335778	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.337784831116888	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.719778871528705	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	1.00301711078753e-06	*** : UP_INTRONS_TAF2 > CR	0.0133575870527101	*   : UP_INTRONS_TAF2 < CS	0.752778561916185	UP_INTRONS_TAF2 = AS_NC	0.540892998783027	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.975505371852311	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	5.95798543277261e-06	*** : DOWN_INTRONS_TAF2 > CR	0.00731729737915731	**  : DOWN_INTRONS_TAF2 < CS	0.883562191143915	DOWN_INTRONS_TAF2 = AS_NC	0.552475752219496	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	4.63430483408249e-05	*** : UP_INTRONS_TAF2dIDR > CR	0.000898320256070641	*** : UP_INTRONS_TAF2dIDR < CS	0.386260522794043	UP_INTRONS_TAF2dIDR = AS_NC	8.24022181768091e-06	*** : DOWN_INTRONS_TAF2dIDR > CR	0.00606629754431444	**  : DOWN_INTRONS_TAF2dIDR < CS	0.873990741557865	DOWN_INTRONS_TAF2dIDR = AS_NC	7.80898522397222e-12	*** : CR < CS	3.03037027843508e-08	*** : CR < AS_NC	1.42037789715839e-09	*** : CS > AS_NC
DIST_FROM_MAXBP_TO_3SS	104	3	51.3076923076923	30	92	2	52.1630434782609	35.5	84	5	48.4761904761905	32	100	0	50.81	32	45	4	60.6888888888889	44	962	4	54.1943866943867	36	919	30	50.5473340587595	32	0.632445012932571	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.891668790161176	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.905541019793281	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.0318394814971206	*   : UP_INTRONS_TAF2 < CR	0.0514656655694541	UP_INTRONS_TAF2 = CS	0.576497723596813	UP_INTRONS_TAF2 = AS_NC	0.713327464176957	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.771824851013219	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.0929460670008814	DOWN_INTRONS_TAF2 = CR	0.298401514100754	DOWN_INTRONS_TAF2 = CS	0.823178889833041	DOWN_INTRONS_TAF2 = AS_NC	0.993345930697537	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.0248236725292276	*   : UP_INTRONS_TAF2dIDR < CR	0.0858440558397043	UP_INTRONS_TAF2dIDR = CS	0.727728390762419	UP_INTRONS_TAF2dIDR = AS_NC	0.0420781073109962	*   : DOWN_INTRONS_TAF2dIDR < CR	0.0914089994518976	DOWN_INTRONS_TAF2dIDR = CS	0.753198708814774	DOWN_INTRONS_TAF2dIDR = AS_NC	0.13068492527843	CR = CS	0.0172337911385637	*   : CR > AS_NC	0.000701499093594871	*** : CS > AS_NC
SCORE_FOR_MAXBP_SEQ	104	3	1.50555152422454	1.417246687345	92	2	0.990857463940128	1.248298455165	84	5	1.45784302906253	1.29636538363	100	0	1.24535210878217	1.176578907925	45	4	0.727067214266773	0.834816514245	962	4	1.11396935996517	1.108843772305	919	30	1.34926199924079	1.37277982896	0.110226106688971	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.840818771627324	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.303175481368601	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.00780120524418803	**  : UP_INTRONS_TAF2 > CR	0.0161377944155055	*   : UP_INTRONS_TAF2 > CS	0.486683238735284	UP_INTRONS_TAF2 = AS_NC	0.190980019991491	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.632402093067075	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.133964486440424	DOWN_INTRONS_TAF2 = CR	0.907531753875652	DOWN_INTRONS_TAF2 = CS	0.147147174304033	DOWN_INTRONS_TAF2 = AS_NC	0.406826547828661	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.0114016499324636	*   : UP_INTRONS_TAF2dIDR > CR	0.0502976597777423	UP_INTRONS_TAF2dIDR = CS	0.667997667991269	UP_INTRONS_TAF2dIDR = AS_NC	0.0408560545360152	*   : DOWN_INTRONS_TAF2dIDR > CR	0.358856034972137	DOWN_INTRONS_TAF2dIDR = CS	0.487606201716014	DOWN_INTRONS_TAF2dIDR = AS_NC	0.0724806589201539	CR = CS	0.00895555520736082	**  : CR < AS_NC	0.000284642715928955	*** : CS < AS_NC
PYRIMIDINECONT_MAXBP	104	3	0.709879395616048	0.7111953612845	92	2	0.704663878155793	0.717142857143	84	5	0.704590997121941	0.7063894523325	100	0	0.68978923213568	0.732683982684	45	4	0.640034428959689	0.626506024096	962	4	0.706293626690752	0.711111111111	919	30	0.70214078449384	0.705882352941	0.780352779224201	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.833414588313352	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.568207106550987	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.00310844790569072	**  : UP_INTRONS_TAF2 > CR	0.723787634002783	UP_INTRONS_TAF2 = CS	0.579578724849014	UP_INTRONS_TAF2 = AS_NC	0.946860208127893	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.736328030613108	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.011935003572324	*   : DOWN_INTRONS_TAF2 > CR	0.912643857053199	DOWN_INTRONS_TAF2 = CS	0.914698357498584	DOWN_INTRONS_TAF2 = AS_NC	0.715798375356621	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.00666117034576488	**  : UP_INTRONS_TAF2dIDR > CR	0.911831868253281	UP_INTRONS_TAF2dIDR = CS	0.81839045349214	UP_INTRONS_TAF2dIDR = AS_NC	0.019271454602587	*   : DOWN_INTRONS_TAF2dIDR > CR	0.525339057260088	DOWN_INTRONS_TAF2dIDR = CS	0.710858053619016	DOWN_INTRONS_TAF2dIDR = AS_NC	0.00178398210247633	**  : CR < CS	0.00255972984530123	**  : CR < AS_NC	0.636959337965523	CS = AS_NC
POLYPYRITRAC_OFFSET_MAXBP	104	3	7.06730769230769	3	92	2	5.91304347826087	1	84	5	4.72619047619048	1.5	100	0	9.82	2.5	45	4	8.06666666666667	4	962	4	4.05405405405405	2	919	30	6.44504896626768	3	0.0162287384514078	*   : UP_INTRONS_TAF2 > DOWN_INTRONS_TAF2	0.170217679417064	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.986252302681008	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.207133961865063	UP_INTRONS_TAF2 = CR	0.0167756387363279	*   : UP_INTRONS_TAF2 > CS	0.881295472279993	UP_INTRONS_TAF2 = AS_NC	0.370449023099929	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.029150683098107	*   : DOWN_INTRONS_TAF2 < DOWN_INTRONS_TAF2dIDR	0.0020001741659324	**  : DOWN_INTRONS_TAF2 < CR	0.280617250450324	DOWN_INTRONS_TAF2 = CS	0.0012420428989049	**  : DOWN_INTRONS_TAF2 < AS_NC	0.19754306545747	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.0202324974788635	*   : UP_INTRONS_TAF2dIDR < CR	0.788419187097327	UP_INTRONS_TAF2dIDR = CS	0.052617373651055	UP_INTRONS_TAF2dIDR = AS_NC	0.218198806640486	DOWN_INTRONS_TAF2dIDR = CR	0.0232675386979262	*   : DOWN_INTRONS_TAF2dIDR > CS	0.875876327221743	DOWN_INTRONS_TAF2dIDR = AS_NC	0.0013560964608456	**  : CR > CS	0.161537159183752	CR = AS_NC	7.96057286471785e-09	*** : CS < AS_NC
POLYPYRITRAC_LEN_MAXBP	104	3	15.4038461538462	14	92	2	16.445652173913	13	84	5	14.2619047619048	13	100	0	15.14	14	45	4	15.9111111111111	13	962	4	16.2536382536383	15	919	30	15.8389553862894	14	0.651874951950621	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.11088267620694	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.41695683170473	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.447232937071896	UP_INTRONS_TAF2 = CR	0.667272591148164	UP_INTRONS_TAF2 = CS	0.855143628426046	UP_INTRONS_TAF2 = AS_NC	0.276478257332004	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.696928724956178	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.584572308794792	DOWN_INTRONS_TAF2 = CR	0.313947665609081	DOWN_INTRONS_TAF2 = CS	0.656128087622653	DOWN_INTRONS_TAF2 = AS_NC	0.397841891316422	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.67161779914715	UP_INTRONS_TAF2dIDR = CR	0.0113608388940732	*   : UP_INTRONS_TAF2dIDR < CS	0.0575262500249078	UP_INTRONS_TAF2dIDR = AS_NC	0.870688685828611	DOWN_INTRONS_TAF2dIDR = CR	0.116646057628796	DOWN_INTRONS_TAF2dIDR = CS	0.322402392073057	DOWN_INTRONS_TAF2dIDR = AS_NC	0.21194076653564	CR = CS	0.396992320117707	CR = AS_NC	0.172321530511786	CS = AS_NC
POLYPYRITRAC_SCORE_MAXBP	104	3	27.0961538461538	25	92	2	30.8152173913043	24	84	5	26.6785714285714	24	100	0	26.8	23	45	4	28.0222222222222	24	962	4	31.1403326403326	28	919	30	28.2110990206746	25	0.884572298009349	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.327283879952261	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.467474495767175	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.393977255771338	UP_INTRONS_TAF2 = CR	0.0355092206744971	*   : UP_INTRONS_TAF2 < CS	0.940929705158464	UP_INTRONS_TAF2 = AS_NC	0.291330773260148	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.36938449665578	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.336637951691729	DOWN_INTRONS_TAF2 = CR	0.064986393833862	DOWN_INTRONS_TAF2 = CS	0.891956661423628	DOWN_INTRONS_TAF2 = AS_NC	0.801264625525429	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.911374318037838	UP_INTRONS_TAF2dIDR = CR	0.00107304359348268	**  : UP_INTRONS_TAF2dIDR < CS	0.15729462326052	UP_INTRONS_TAF2dIDR = AS_NC	0.804068889743128	DOWN_INTRONS_TAF2dIDR = CR	0.0018592541588797	**  : DOWN_INTRONS_TAF2dIDR < CS	0.294947280556485	DOWN_INTRONS_TAF2dIDR = AS_NC	0.00935100959621936	**  : CR < CS	0.2629082366886	CR = AS_NC	4.43540789720911e-06	*** : CS > AS_NC
BPSCORE_MAXBP	104	3	1.02561753399038	1.17799215	92	2	0.930115235076087	1.195249	84	5	1.14952805892857	1.17622485	100	0	0.74024890361	1.1359244	45	4	0.643615625311111	0.6872513	962	4	1.09954535090021	1.1202758	919	30	1.01169804378575	1.1169334	0.998993400113161	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.820846204842907	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.457019869828616	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.0131888983979248	*   : UP_INTRONS_TAF2 > CR	0.580236034573441	UP_INTRONS_TAF2 = CS	0.621623904821218	UP_INTRONS_TAF2 = AS_NC	0.743448569385539	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.499915154371833	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.0144837514052763	*   : DOWN_INTRONS_TAF2 > CR	0.640286643492686	DOWN_INTRONS_TAF2 = CS	0.71654875638445	DOWN_INTRONS_TAF2 = AS_NC	0.295451600050045	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.00552452984237056	**  : UP_INTRONS_TAF2dIDR > CR	0.335459103559063	UP_INTRONS_TAF2dIDR = CS	0.385596477095574	UP_INTRONS_TAF2dIDR = AS_NC	0.0771962729765304	DOWN_INTRONS_TAF2dIDR = CR	0.564837025405545	DOWN_INTRONS_TAF2dIDR = CS	0.604773184312419	DOWN_INTRONS_TAF2dIDR = AS_NC	0.00395986279983609	**  : CR < CS	0.0159753492177472	*   : CR < AS_NC	0.708175992897189	CS = AS_NC
NUM_PREDICTED_BPS	104	3	2.50961538461538	2	92	2	2.57608695652174	2	84	5	2.76190476190476	2	100	0	2.57	2	45	4	2.4	2	962	4	3.42827442827443	3	919	30	2.11316648531012	2	0.974315091997719	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.387626664019505	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.642658176134517	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.432551505681389	UP_INTRONS_TAF2 = CR	1.1195343208295e-06	*** : UP_INTRONS_TAF2 < CS	0.0339818743736276	*   : UP_INTRONS_TAF2 > AS_NC	0.398359730228129	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.72065467607505	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.477429112038495	DOWN_INTRONS_TAF2 = CR	2.39543866455372e-05	*** : DOWN_INTRONS_TAF2 < CS	0.0748289113350234	DOWN_INTRONS_TAF2 = AS_NC	0.619374460377441	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.176458459557931	UP_INTRONS_TAF2dIDR = CR	0.00223987058782058	**  : UP_INTRONS_TAF2dIDR < CS	0.0029905502030671	**  : UP_INTRONS_TAF2dIDR > AS_NC	0.322957638360152	DOWN_INTRONS_TAF2dIDR = CR	6.6787719331532e-05	*** : DOWN_INTRONS_TAF2dIDR < CS	0.0134049894273019	*   : DOWN_INTRONS_TAF2dIDR > AS_NC	0.00022309383213222	*** : CR < CS	0.755076642982548	CR = AS_NC	4.30433066512913e-50	*** : CS > AS_NC
MEDIAN_DIST_FROM_BP_TO_3SS	104	3	61.4230769230769	54.5	92	2	62.7826086956522	56.5	84	5	59.9583333333333	59	100	0	65.43	61	45	4	65.9111111111111	60	962	4	60.3201663201663	53	919	30	60.3846572361262	51	0.611996985507452	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2	0.969888913414014	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.293746042681066	UP_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.367350903180287	UP_INTRONS_TAF2 = CR	0.885357173887438	UP_INTRONS_TAF2 = CS	0.664377783386637	UP_INTRONS_TAF2 = AS_NC	0.825336190100093	DOWN_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.474582692026004	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.513652728418436	DOWN_INTRONS_TAF2 = CR	0.397485944844522	DOWN_INTRONS_TAF2 = CS	0.282261713364956	DOWN_INTRONS_TAF2 = AS_NC	0.3874063018579	UP_INTRONS_TAF2dIDR = DOWN_INTRONS_TAF2dIDR	0.384372161016925	UP_INTRONS_TAF2dIDR = CR	0.76044972847936	UP_INTRONS_TAF2dIDR = CS	0.615445691424044	UP_INTRONS_TAF2dIDR = AS_NC	0.864245715580032	DOWN_INTRONS_TAF2dIDR = CR	0.079568620759494	DOWN_INTRONS_TAF2dIDR = CS	0.0599171695008734	DOWN_INTRONS_TAF2dIDR = AS_NC	0.17788064438039	CR = CS	0.145472368328542	CR = AS_NC	0.426518073636998	CS = AS_NC
MEDIAN_SCORE_FOR_BPSEQ	104	3	0.687826436771369	0.5559437766335	92	2	0.174783473924973	0.236986828812	84	5	0.767415348694759	0.6542064581315	100	0	0.303130052493601	0.2766704248455	45	4	0.02656346441854	-0.0489896702998	962	4	0.291380285837954	0.286001056474	919	30	0.556210312428222	0.546262857207	0.0309811300855812	*   : UP_INTRONS_TAF2 > DOWN_INTRONS_TAF2	0.647701410187853	UP_INTRONS_TAF2 = UP_INTRONS_TAF2dIDR	0.0464067190494919	*   : UP_INTRONS_TAF2 > DOWN_INTRONS_TAF2dIDR	0.00724518704163081	**  : UP_INTRONS_TAF2 > CR	0.00280970766754071	**  : UP_INTRONS_TAF2 > CS	0.293819610773119	UP_INTRONS_TAF2 = AS_NC	0.0121673680436826	*   : DOWN_INTRONS_TAF2 < UP_INTRONS_TAF2dIDR	0.726592819099668	DOWN_INTRONS_TAF2 = DOWN_INTRONS_TAF2dIDR	0.281475743653364	DOWN_INTRONS_TAF2 = CR	0.88187230722175	DOWN_INTRONS_TAF2 = CS	0.0685224594781679	DOWN_INTRONS_TAF2 = AS_NC	0.0218736594572658	*   : UP_INTRONS_TAF2dIDR > DOWN_INTRONS_TAF2dIDR	0.00239221964615652	**  : UP_INTRONS_TAF2dIDR > CR	0.000760755364431002	*** : UP_INTRONS_TAF2dIDR > CS	0.128257230816314	UP_INTRONS_TAF2dIDR = AS_NC	0.140937147892432	DOWN_INTRONS_TAF2dIDR = CR	0.77747433504039	DOWN_INTRONS_TAF2dIDR = CS	0.14607452219394	DOWN_INTRONS_TAF2dIDR = AS_NC	0.106161099860329	CR = CS	0.00855432249838204	**  : CR < AS_NC	4.30369413049552e-05	*** : CS < AS_NC
