FEATURE	UP_EXONS_TAF2_N_DATAPOINTS	UP_EXONS_TAF2_N_NA	UP_EXONS_TAF2_MEAN	UP_EXONS_TAF2_MEDIAN	DOWN_EXONS_TAF2_N_DATAPOINTS	DOWN_EXONS_TAF2_N_NA	DOWN_EXONS_TAF2_MEAN	DOWN_EXONS_TAF2_MEDIAN	UP_EXONS_TAF2dIDR_N_DATAPOINTS	UP_EXONS_TAF2dIDR_N_NA	UP_EXONS_TAF2dIDR_MEAN	UP_EXONS_TAF2dIDR_MEDIAN	DOWN_EXONS_TAF2dIDR_N_DATAPOINTS	DOWN_EXONS_TAF2dIDR_N_NA	DOWN_EXONS_TAF2dIDR_MEAN	DOWN_EXONS_TAF2dIDR_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
UPINTRON_GCC	238	1	0.44870233052116	0.421736072937399	255	1	0.463755977706803	0.432338308457711	219	1	0.465765265180846	0.437334380213956	244	0	0.462969245561346	0.439964798496012	989	0	0.425179157557267	0.409257898603968	975	0	0.453928962637129	0.431347150259067	975	0	0.469666460703046	0.449019207192481	0.187138800487056	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.0924786525264585	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.156079381102873	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00294741804876588	**  : UP_EXONS_TAF2 > CR	0.629934154651662	UP_EXONS_TAF2 = CS	0.00267706415846029	**  : UP_EXONS_TAF2 < AS_NC	0.70818303987214	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.843921813793231	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	4.42312804388551e-06	*** : DOWN_EXONS_TAF2 > CR	0.231972504503711	DOWN_EXONS_TAF2 = CS	0.232746810670177	DOWN_EXONS_TAF2 = AS_NC	0.841744519626359	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	9.00721417563329e-07	*** : UP_EXONS_TAF2dIDR > CR	0.127158516959129	UP_EXONS_TAF2dIDR = CS	0.508825023684725	UP_EXONS_TAF2dIDR = AS_NC	2.43928544891216e-06	*** : DOWN_EXONS_TAF2dIDR > CR	0.190577867765141	DOWN_EXONS_TAF2dIDR = CS	0.340109385074092	DOWN_EXONS_TAF2dIDR = AS_NC	1.92516622812632e-07	*** : CR < CS	8.55294705802742e-21	*** : CR < AS_NC	0.000513980984157243	*** : CS < AS_NC
UPEXON_GCC	238	1	0.527072160379544	0.519433962264151	255	1	0.536179528669703	0.527586206896552	219	1	0.540007868857934	0.535353535353535	244	0	0.536581766289264	0.539143440828834	989	0	0.503835020629568	0.482352941176471	975	0	0.509265480006419	0.5	975	0	0.544062983222203	0.54421768707483	0.340214019136347	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.211825041505117	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.237750631578732	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00645385867028274	**  : UP_EXONS_TAF2 > CR	0.0917736226822767	UP_EXONS_TAF2 = CS	0.0329456948480617	*   : UP_EXONS_TAF2 < AS_NC	0.746557327799653	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.894510123447366	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	7.31669840457848e-05	*** : DOWN_EXONS_TAF2 > CR	0.00265820526655265	**  : DOWN_EXONS_TAF2 > CS	0.364045119536352	DOWN_EXONS_TAF2 = AS_NC	0.848279153790105	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	3.07329090702737e-05	*** : UP_EXONS_TAF2dIDR > CR	0.001095624453074	**  : UP_EXONS_TAF2dIDR > CS	0.627514575202823	UP_EXONS_TAF2dIDR = AS_NC	1.5688686253693e-05	*** : DOWN_EXONS_TAF2dIDR > CR	0.000949340907306364	*** : DOWN_EXONS_TAF2dIDR > CS	0.45013529859187	DOWN_EXONS_TAF2dIDR = AS_NC	0.0717720504501062	CR = CS	1.71171479566961e-14	*** : CR < AS_NC	4.10280699874925e-10	*** : CS < AS_NC
DOINTRON_GCC	238	1	0.444183833418964	0.419885898659249	256	0	0.446378740567365	0.419095827781565	218	2	0.455708411605071	0.427586394109605	243	1	0.453960934836901	0.438000068900774	989	0	0.421145839390829	0.405978784956606	975	0	0.455097327748438	0.429863735257071	975	0	0.45499744626727	0.432835820895522	0.998741771690022	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.17785120852278	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.266799469927761	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00222039036599519	**  : UP_EXONS_TAF2 > CR	0.36901693254317	UP_EXONS_TAF2 = CS	0.139776573788126	UP_EXONS_TAF2 = AS_NC	0.203867105947952	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.303963103462884	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00262271880567845	**  : DOWN_EXONS_TAF2 > CR	0.392076490000238	DOWN_EXONS_TAF2 = CS	0.16326807365306	DOWN_EXONS_TAF2 = AS_NC	0.845382805249029	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	5.35258518663695e-06	*** : UP_EXONS_TAF2dIDR > CR	0.546517483839342	UP_EXONS_TAF2dIDR = CS	0.86223917080078	UP_EXONS_TAF2dIDR = AS_NC	1.05207351342203e-05	*** : DOWN_EXONS_TAF2dIDR > CR	0.743470828133568	DOWN_EXONS_TAF2dIDR = CS	0.984712915025321	DOWN_EXONS_TAF2dIDR = AS_NC	4.42944723794617e-09	*** : CR < CS	1.44283694468082e-12	*** : CR < AS_NC	0.537079420449439	CS = AS_NC
DOEXON_GCC	238	1	0.488384820442626	0.481979822195584	256	0	0.485423622061369	0.474106002554278	218	2	0.504010141724697	0.510952547821782	243	1	0.497228551924726	0.495294117647059	989	0	0.466493556051432	0.452173913043478	975	0	0.488822475508308	0.485915492957746	975	0	0.494468899661688	0.488188976377953	0.900606498973976	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.0832237621245131	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.282945418827182	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00160708885116418	**  : UP_EXONS_TAF2 > CR	0.877635022114119	UP_EXONS_TAF2 = CS	0.394854051877973	UP_EXONS_TAF2 = AS_NC	0.0475035842230534	*   : DOWN_EXONS_TAF2 < UP_EXONS_TAF2dIDR	0.229525448507929	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00173631242017416	**  : DOWN_EXONS_TAF2 > CR	0.706384434161006	DOWN_EXONS_TAF2 = CS	0.269904559402794	DOWN_EXONS_TAF2 = AS_NC	0.421879592481326	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	1.16940583205891e-07	*** : UP_EXONS_TAF2dIDR > CR	0.04291193079345	*   : UP_EXONS_TAF2dIDR > CS	0.214932858734537	UP_EXONS_TAF2dIDR = AS_NC	3.12742543594023e-06	*** : DOWN_EXONS_TAF2dIDR > CR	0.261159407290477	DOWN_EXONS_TAF2dIDR = CS	0.711788267034936	DOWN_EXONS_TAF2dIDR = AS_NC	1.36500878443814e-07	*** : CR < CS	4.48423080490981e-10	*** : CR < AS_NC	0.263103762663433	CS = AS_NC
RATIO_UPEXON_EXON_GCC	238	1	1.09187675854148	1.02589192533092	255	1	1.13179358667516	1.06275406504065	219	1	1.10224459114918	1.03788271925272	244	0	1.11268605984467	1.04596471409844	988	1	1.11954516934862	1.06355231475171	975	0	1.03853487301717	1.01221265627466	975	0	1.09657104873777	1.04905063291139	0.213106086215588	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.709723979284443	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.413769436922783	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.376929459912963	UP_EXONS_TAF2 = CR	0.050969631011905	UP_EXONS_TAF2 = CS	0.500527600918966	UP_EXONS_TAF2 = AS_NC	0.371568881713854	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.70249196606789	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.570938215742177	DOWN_EXONS_TAF2 = CR	0.000210334113729015	*** : DOWN_EXONS_TAF2 > CS	0.338623829379544	DOWN_EXONS_TAF2 = AS_NC	0.650876266518753	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.650730519231977	UP_EXONS_TAF2dIDR = CR	0.022699506558012	*   : UP_EXONS_TAF2dIDR > CS	0.840505125020461	UP_EXONS_TAF2dIDR = AS_NC	0.969947935208201	DOWN_EXONS_TAF2dIDR = CR	0.00137964396201981	**  : DOWN_EXONS_TAF2dIDR > CS	0.693908781180906	DOWN_EXONS_TAF2dIDR = AS_NC	2.92825838146401e-06	*** : CR > CS	0.574340017286654	CR = AS_NC	1.64722755154404e-05	*** : CS < AS_NC
RATIO_UPINTRON_EXON_GCC	238	1	0.921703521996344	0.906198807098429	255	1	0.963919986210451	0.946009688934217	219	1	0.938245627687152	0.930976641020309	244	0	0.946918362730812	0.921321109859415	988	1	0.935070174368514	0.916773031025633	975	0	0.91853716317989	0.908417508417508	975	0	0.938090175422857	0.926547268193153	0.00374928640269217	**  : UP_EXONS_TAF2 < DOWN_EXONS_TAF2	0.16399091830297	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.232721898090178	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.590371082975682	UP_EXONS_TAF2 = CR	0.793788649436202	UP_EXONS_TAF2 = CS	0.174152698348222	UP_EXONS_TAF2 = AS_NC	0.115985944112718	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.112549661477209	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00388372090978831	**  : DOWN_EXONS_TAF2 > CR	0.00031768764228976	*** : DOWN_EXONS_TAF2 > CS	0.0220329955898682	*   : DOWN_EXONS_TAF2 > AS_NC	0.9331912511888	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.298563170103074	UP_EXONS_TAF2dIDR = CR	0.118941091285247	UP_EXONS_TAF2dIDR = CS	0.717395585018877	UP_EXONS_TAF2dIDR = AS_NC	0.350198418927694	DOWN_EXONS_TAF2dIDR = CR	0.163880795848453	DOWN_EXONS_TAF2dIDR = CS	0.824597381311327	DOWN_EXONS_TAF2dIDR = AS_NC	0.56771000831309	CR = CS	0.243344693657733	CR = AS_NC	0.0642010135147144	CS = AS_NC
RATIO_DOINTRON_EXON_GCC	238	1	0.914584207643526	0.891347621626555	256	0	0.928086425369383	0.906591668945914	218	2	0.920815345183901	0.909211752755418	243	1	0.929233377584223	0.918395548227023	988	1	0.925931908352018	0.906179234082457	975	0	0.919831499101485	0.911400121926438	975	0	0.908407023795285	0.895107973351618	0.226461120829523	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.368159051505498	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.205997314978728	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.502960205675921	UP_EXONS_TAF2 = CR	0.222356454901282	UP_EXONS_TAF2 = CS	0.987402802275908	UP_EXONS_TAF2 = AS_NC	0.684216149995988	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.996530875259947	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.412444496348788	DOWN_EXONS_TAF2 = CR	0.651070099911156	DOWN_EXONS_TAF2 = CS	0.100573170990184	DOWN_EXONS_TAF2 = AS_NC	0.65480695941349	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.783230037968227	UP_EXONS_TAF2dIDR = CR	0.876188790917964	UP_EXONS_TAF2dIDR = CS	0.283172082407018	UP_EXONS_TAF2dIDR = AS_NC	0.452897348337184	DOWN_EXONS_TAF2dIDR = CR	0.64532654289744	DOWN_EXONS_TAF2dIDR = CS	0.100862782351467	DOWN_EXONS_TAF2dIDR = AS_NC	0.557580045131298	CR = CS	0.209106854424342	CR = AS_NC	0.0521763980160608	CS = AS_NC
RATIO_DOEXON_EXON_GCC	238	1	1.01087949417414	0.994632104587532	256	0	1.016175916593	0.990205575343875	218	2	1.0258879195254	1.00218552695483	243	1	1.02776106563868	0.998173716122434	988	1	1.03323187898146	1.01248742044762	975	0	0.995715694944538	0.983231707317073	975	0	0.990406962134033	0.977207977207977	0.82821680165345	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.349532057299049	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.619881825080418	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.46171990255039	UP_EXONS_TAF2 = CR	0.336730017182533	UP_EXONS_TAF2 = CS	0.128389979076188	UP_EXONS_TAF2 = AS_NC	0.493390890469506	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.821613239789863	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.663965111222452	DOWN_EXONS_TAF2 = CR	0.212725818352223	DOWN_EXONS_TAF2 = CS	0.0619865392571604	DOWN_EXONS_TAF2 = AS_NC	0.714986080145799	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.690943289542285	UP_EXONS_TAF2dIDR = CR	0.0370682011176399	*   : UP_EXONS_TAF2dIDR > CS	0.00918630003734242	**  : UP_EXONS_TAF2dIDR > AS_NC	0.93018036116526	DOWN_EXONS_TAF2dIDR = CR	0.151602970762135	DOWN_EXONS_TAF2dIDR = CS	0.0387331561956504	*   : DOWN_EXONS_TAF2dIDR > AS_NC	0.0165655129205165	*   : CR > CS	0.0011540180515907	**  : CR > AS_NC	0.242535306378225	CS = AS_NC
SF1_HIGHESTSCORE_3SS_UPINTRON	238	1	-6.27676455736792	-6.3709871676669	255	1	-6.21966983539629	-6.16830004820521	219	1	-6.23622019973888	-6.29538356191616	244	0	-6.31152730969207	-6.37142203117155	989	0	-6.1303167333073	-6.17225072504293	975	0	-6.24474537068582	-6.268715314834	975	0	-6.32582819935361	-6.34598122544266	0.24888905343133	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.701813125640207	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.668096862835058	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0330878236821507	*   : UP_EXONS_TAF2 < CR	0.480714070871765	UP_EXONS_TAF2 = CS	0.609615617951681	UP_EXONS_TAF2 = AS_NC	0.541600328024586	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.147510869958446	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.510249132231345	DOWN_EXONS_TAF2 = CR	0.486224987829692	DOWN_EXONS_TAF2 = CS	0.0754556765360799	DOWN_EXONS_TAF2 = AS_NC	0.395241099558952	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.13197728533682	UP_EXONS_TAF2dIDR = CR	0.921740808899	UP_EXONS_TAF2dIDR = CS	0.326060719262007	UP_EXONS_TAF2dIDR = AS_NC	0.0091763456371925	**  : DOWN_EXONS_TAF2dIDR < CR	0.223876334635269	DOWN_EXONS_TAF2dIDR = CS	0.968046895101805	DOWN_EXONS_TAF2dIDR = AS_NC	0.0301946538430097	*   : CR > CS	4.91986993079887e-05	*** : CR > AS_NC	0.0722441683417827	CS = AS_NC
SF1_HIGHESTSCORE_3SS_DOINTRON	238	1	-6.17438937922847	-6.18725008909148	256	0	-6.14605248083122	-6.17027538662407	218	2	-6.20100111664728	-6.268715314834	243	1	-6.20541747237405	-6.18725008909148	989	0	-6.06510560446026	-6.05147148564698	975	0	-6.29498429687916	-6.29538356191616	975	0	-6.1982364226758	-6.16830004820521	0.84570341076437	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.630819356354315	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.806406357651058	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.139603742102449	UP_EXONS_TAF2 = CR	0.122325954997289	UP_EXONS_TAF2 = CS	0.796728569658981	UP_EXONS_TAF2 = AS_NC	0.534357752783026	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.627805789352301	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.214585842663015	DOWN_EXONS_TAF2 = CR	0.074156893468251	DOWN_EXONS_TAF2 = CS	0.594383517836393	DOWN_EXONS_TAF2 = AS_NC	0.881985102580723	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.0499152791828844	*   : UP_EXONS_TAF2dIDR < CR	0.35352549681844	UP_EXONS_TAF2dIDR = CS	0.782919275376669	UP_EXONS_TAF2dIDR = AS_NC	0.0968413645618879	DOWN_EXONS_TAF2dIDR = CR	0.257147019245345	DOWN_EXONS_TAF2dIDR = CS	0.98707041849373	DOWN_EXONS_TAF2dIDR = AS_NC	4.32869060198261e-06	*** : CR > CS	0.00735413671559347	**  : CR > AS_NC	0.0577907905611176	CS = AS_NC
UP_5SS_20INT10EX_GCC	238	1	0.490126050420168	0.466666666666667	255	1	0.505359477124183	0.533333333333333	219	1	0.504870624048706	0.5	244	0	0.505122950819672	0.5	989	0	0.462150320188743	0.433333333333333	975	0	0.480188034188034	0.466666666666667	975	0	0.507675213675214	0.5	0.277535068933863	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.328085252598713	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.234453447067606	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0149628162292202	*   : UP_EXONS_TAF2 > CR	0.492182479524996	UP_EXONS_TAF2 = CS	0.0944866240211625	UP_EXONS_TAF2 = AS_NC	0.912814292507821	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.950140041412365	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.000139667841732059	*** : DOWN_EXONS_TAF2 > CR	0.0385738207824905	*   : DOWN_EXONS_TAF2 > CS	0.772133829426645	DOWN_EXONS_TAF2 = AS_NC	0.85154208079566	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.000252024791549217	*** : UP_EXONS_TAF2dIDR > CR	0.0543705715567713	UP_EXONS_TAF2dIDR = CS	0.680760912485305	UP_EXONS_TAF2dIDR = AS_NC	5.03043452906965e-05	*** : DOWN_EXONS_TAF2dIDR > CR	0.0248181198434358	*   : DOWN_EXONS_TAF2dIDR > CS	0.81938618105696	DOWN_EXONS_TAF2dIDR = AS_NC	0.00527455033119498	**  : CR < CS	8.01664433933908e-11	*** : CR < AS_NC	0.000158363440103948	*** : CS < AS_NC
GCC_3SS_20INT10EX	239	0	0.442817294281729	0.433333333333333	256	0	0.443229166666667	0.433333333333333	220	0	0.455151515151515	0.433333333333333	244	0	0.444398907103825	0.433333333333333	989	0	0.397741826761038	0.4	975	0	0.442153846153846	0.433333333333333	975	0	0.447760683760684	0.433333333333333	0.90289330573372	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.290354522306457	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.768313556068299	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	7.90885320284293e-06	*** : UP_EXONS_TAF2 > CR	0.990530656198248	UP_EXONS_TAF2 = CS	0.479530020732785	UP_EXONS_TAF2 = AS_NC	0.37286885398685	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.891855057949689	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	9.52554283586559e-06	*** : DOWN_EXONS_TAF2 > CR	0.912327808793236	DOWN_EXONS_TAF2 = CS	0.668369447235058	DOWN_EXONS_TAF2 = AS_NC	0.447770560958514	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	2.9586973384588e-08	*** : UP_EXONS_TAF2dIDR > CR	0.211710135076381	UP_EXONS_TAF2dIDR = CS	0.541826587775025	UP_EXONS_TAF2dIDR = AS_NC	3.24629260143344e-06	*** : DOWN_EXONS_TAF2dIDR > CR	0.773167512087546	DOWN_EXONS_TAF2dIDR = CS	0.777167960297959	DOWN_EXONS_TAF2dIDR = AS_NC	9.27503084884356e-12	*** : CR < CS	4.72057231569911e-15	*** : CR < AS_NC	0.363453313047433	CS = AS_NC
GCC_5SS_20INT10EX	239	0	0.466806136680614	0.466666666666667	256	0	0.4625	0.433333333333333	220	0	0.480606060606061	0.466666666666667	244	0	0.468169398907104	0.466666666666667	989	0	0.434883720930233	0.433333333333333	975	0	0.469059829059829	0.466666666666667	975	0	0.474461538461538	0.466666666666667	0.622739870730243	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.273523694408949	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.77867459214142	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00385840006633482	**  : UP_EXONS_TAF2 > CR	0.772527378316395	UP_EXONS_TAF2 = CS	0.394694629683149	UP_EXONS_TAF2 = AS_NC	0.122613774143571	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.457725185427595	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0280020225416132	*   : DOWN_EXONS_TAF2 > CR	0.390331197229942	DOWN_EXONS_TAF2 = CS	0.157483279564669	DOWN_EXONS_TAF2 = AS_NC	0.470391163448934	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	1.87723331146788e-05	*** : UP_EXONS_TAF2dIDR > CR	0.321565122815785	UP_EXONS_TAF2dIDR = CS	0.651014672527371	UP_EXONS_TAF2dIDR = AS_NC	0.00085185111470583	*** : DOWN_EXONS_TAF2dIDR > CR	0.96976475093469	DOWN_EXONS_TAF2dIDR = CS	0.644194419761382	DOWN_EXONS_TAF2dIDR = AS_NC	4.04717261311085e-07	*** : CR < CS	1.38232179526779e-09	*** : CR < AS_NC	0.42210351572031	CS = AS_NC
DO_3SS_20INT10EX_GCC	238	1	0.427310924369748	0.4	256	0	0.430924479166667	0.4	218	2	0.437614678899083	0.433333333333333	243	1	0.433744855967078	0.433333333333333	989	0	0.402022244691608	0.4	975	0	0.438307692307692	0.433333333333333	975	0	0.435350427350427	0.433333333333333	0.942510618416039	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.353261913535556	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.671222297601298	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00452699677741267	**  : UP_EXONS_TAF2 > CR	0.218420358824222	UP_EXONS_TAF2 = CS	0.399622457168166	UP_EXONS_TAF2 = AS_NC	0.429864611120014	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.739682859320008	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0074089045594783	**  : DOWN_EXONS_TAF2 > CR	0.311758511227097	DOWN_EXONS_TAF2 = CS	0.493060289796488	DOWN_EXONS_TAF2 = AS_NC	0.675389791492544	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.000218721406739602	*** : UP_EXONS_TAF2dIDR > CR	0.940408442344377	UP_EXONS_TAF2dIDR = CS	0.762563660654232	UP_EXONS_TAF2dIDR = AS_NC	0.00144992046052901	**  : DOWN_EXONS_TAF2dIDR > CR	0.552009312657596	DOWN_EXONS_TAF2dIDR = CS	0.805424911781112	DOWN_EXONS_TAF2dIDR = AS_NC	1.88492732322721e-09	*** : CR < CS	3.3454355878458e-08	*** : CR < AS_NC	0.559069981737042	CS = AS_NC
