FEATURE	UP_EXONS_TAF2_N_DATAPOINTS	UP_EXONS_TAF2_N_NA	UP_EXONS_TAF2_MEAN	UP_EXONS_TAF2_MEDIAN	DOWN_EXONS_TAF2_N_DATAPOINTS	DOWN_EXONS_TAF2_N_NA	DOWN_EXONS_TAF2_MEAN	DOWN_EXONS_TAF2_MEDIAN	UP_EXONS_TAF2dIDR_N_DATAPOINTS	UP_EXONS_TAF2dIDR_N_NA	UP_EXONS_TAF2dIDR_MEAN	UP_EXONS_TAF2dIDR_MEDIAN	DOWN_EXONS_TAF2dIDR_N_DATAPOINTS	DOWN_EXONS_TAF2dIDR_N_NA	DOWN_EXONS_TAF2dIDR_MEAN	DOWN_EXONS_TAF2dIDR_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_UP_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_DOWN_EXONS_TAF2dIDR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_DOWN_EXONS_TAF2dIDR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_TAF2dIDR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
MAXENTSCR_HSAMODEL_UPSTRM_5SS	238	1	8.42285714285714	8.68	255	1	8.23813725490196	8.72	219	1	8.50267123287671	8.94	244	0	8.21040983606557	8.7025	989	0	8.70461577350859	9.08	975	0	8.14427179487179	8.67	975	0	8.51683076923077	8.91	0.923889810885099	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.488704739372045	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.856989007302449	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.022876593667711	*   : UP_EXONS_TAF2 < CR	0.208249791363087	UP_EXONS_TAF2 = CS	0.233810936419186	UP_EXONS_TAF2 = AS_NC	0.451857162845782	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.902124807299183	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.020397803750928	*   : DOWN_EXONS_TAF2 < CR	0.226479389098405	DOWN_EXONS_TAF2 = CS	0.224958731361797	DOWN_EXONS_TAF2 = AS_NC	0.377306567923728	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.142326749923555	UP_EXONS_TAF2dIDR = CR	0.0326244855686313	*   : UP_EXONS_TAF2dIDR > CS	0.735780189703451	UP_EXONS_TAF2dIDR = AS_NC	0.0148963459425529	*   : DOWN_EXONS_TAF2dIDR < CR	0.30371683984686	DOWN_EXONS_TAF2dIDR = CS	0.172401486870391	DOWN_EXONS_TAF2dIDR = AS_NC	9.32892382816227e-09	*** : CR > CS	0.0622777237964519	CR = AS_NC	7.43270871044631e-05	*** : CS < AS_NC
MAXENTSCR_HSAMODEL_3SS	239	0	7.25569037656904	7.87	256	0	7.53546875	7.975	220	0	7.31095454545455	7.945	244	0	7.44172131147541	8.18	989	0	5.94812942366026	6.66	975	0	8.30150769230769	8.67	975	0	7.09101538461538	7.86	0.630925248796692	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.746461558147095	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.556437020477382	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	3.47009583378835e-07	*** : UP_EXONS_TAF2 > CR	6.64330306197222e-05	*** : UP_EXONS_TAF2 < CS	0.759893785607482	UP_EXONS_TAF2 = AS_NC	0.938734995449479	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.898494344421708	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	2.43490290336587e-10	*** : DOWN_EXONS_TAF2 > CR	0.000139895882510648	*** : DOWN_EXONS_TAF2 < CS	0.333555233321609	DOWN_EXONS_TAF2 = AS_NC	0.858570760217102	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	6.68989557509138e-08	*** : UP_EXONS_TAF2dIDR > CR	0.000663018749419652	*** : UP_EXONS_TAF2dIDR < CS	0.465295913024473	UP_EXONS_TAF2dIDR = AS_NC	7.74011294243246e-10	*** : DOWN_EXONS_TAF2dIDR > CR	0.000512573243227388	*** : DOWN_EXONS_TAF2dIDR < CS	0.275183706685632	DOWN_EXONS_TAF2dIDR = AS_NC	4.43836996837597e-51	*** : CR < CS	1.84341609433034e-14	*** : CR < AS_NC	4.2166736835592e-12	*** : CS > AS_NC
MAXENTSCR_HSAMODEL_5SS	239	0	7.84196652719665	8.68	256	0	7.47859375	8.325	220	0	7.37722727272727	8.34	244	0	7.85524590163934	8.24	989	0	6.06353892821031	6.91	975	0	8.11689230769231	8.7	975	0	7.42666666666667	8.35	0.0571783695858206	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.179979198346979	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.049832868571462	*   : UP_EXONS_TAF2 < DOWN_EXONS_TAF2dIDR	1.09437119802536e-18	*** : UP_EXONS_TAF2 > CR	0.365605278344532	UP_EXONS_TAF2 = CS	0.0124058441801632	*   : UP_EXONS_TAF2 > AS_NC	0.744304292918441	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.951115607211379	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	2.70099536109835e-13	*** : DOWN_EXONS_TAF2 > CR	0.000976617578411922	*** : DOWN_EXONS_TAF2 < CS	0.820284703279604	DOWN_EXONS_TAF2 = AS_NC	0.737962623302679	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	2.63802509339058e-11	*** : UP_EXONS_TAF2dIDR > CR	0.0108604186254418	*   : UP_EXONS_TAF2dIDR < CS	0.549612280753619	UP_EXONS_TAF2dIDR = AS_NC	2.42386559210087e-14	*** : DOWN_EXONS_TAF2dIDR > CR	0.000835458712152763	*** : DOWN_EXONS_TAF2dIDR < CS	0.830853398726813	DOWN_EXONS_TAF2dIDR = AS_NC	3.91277729392069e-54	*** : CR < CS	5.24512814289099e-27	*** : CR < AS_NC	6.6636178703916e-08	*** : CS > AS_NC
MAXENTSCR_HSAMODEL_DOWNSTRM_3SS	238	1	8.31607142857143	8.67	256	0	8.56150390625	9.0975	218	2	8.64380733944954	8.945	243	1	8.73971193415638	9.105	989	0	8.88134984833165	9.1	975	0	8.47418974358974	8.63	975	0	8.65556923076923	8.88	0.372261470618785	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.438292846620309	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.206466215860207	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.02274063511926	*   : UP_EXONS_TAF2 < CR	0.97736003006889	UP_EXONS_TAF2 = CS	0.36945596411115	UP_EXONS_TAF2 = AS_NC	0.939664176112493	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.754477404619427	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.262508898633122	DOWN_EXONS_TAF2 = CR	0.273306276443084	DOWN_EXONS_TAF2 = CS	0.794964632967299	DOWN_EXONS_TAF2 = AS_NC	0.685417036998212	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.238282969677524	UP_EXONS_TAF2dIDR = CR	0.331862453373525	UP_EXONS_TAF2dIDR = CS	0.871562638947287	UP_EXONS_TAF2dIDR = AS_NC	0.444748559824994	DOWN_EXONS_TAF2dIDR = CR	0.119322226303473	DOWN_EXONS_TAF2dIDR = CS	0.481207847015199	DOWN_EXONS_TAF2dIDR = AS_NC	0.000251070168685831	*** : CR > CS	0.021983014894902	*   : CR > AS_NC	0.154579300530166	CS = AS_NC
DIST_FROM_MAXBP_TO_3SS_UPINTRON	236	3	59.8940677966102	44.5	253	3	53.9288537549407	41	216	4	62.8888888888889	53	244	0	54.8524590163934	38	988	1	61.7894736842105	49	970	5	55.3268041237113	37	975	0	60.6082051282051	45	0.142848031541285	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.530958254157603	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.113280753179379	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.372059012712644	UP_EXONS_TAF2 = CR	0.101204142512112	UP_EXONS_TAF2 = CS	0.911868690562349	UP_EXONS_TAF2 = AS_NC	0.0371550461301522	*   : DOWN_EXONS_TAF2 < UP_EXONS_TAF2dIDR	0.879305221636721	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00418313775683424	**  : DOWN_EXONS_TAF2 < CR	0.911417869687317	DOWN_EXONS_TAF2 = CS	0.0531485959296316	DOWN_EXONS_TAF2 = AS_NC	0.0325875083397518	*   : UP_EXONS_TAF2dIDR > DOWN_EXONS_TAF2dIDR	0.991381449043525	UP_EXONS_TAF2dIDR = CR	0.0202030182732175	*   : UP_EXONS_TAF2dIDR > CS	0.526423284090383	UP_EXONS_TAF2dIDR = AS_NC	0.00357495007114346	**  : DOWN_EXONS_TAF2dIDR < CR	0.714108989679842	DOWN_EXONS_TAF2dIDR = CS	0.0378226705315093	*   : DOWN_EXONS_TAF2dIDR < AS_NC	2.88861235335706e-05	*** : CR > CS	0.20781870481003	CR = AS_NC	0.00586998339431887	**  : CS < AS_NC
SCORE_FOR_MAXBP_SEQ_UPINTRON	236	3	1.09497499052211	1.06373880812	253	3	1.19098899615245	1.21421223682	216	4	1.22182077128763	1.140787864775	244	0	1.03293884864437	1.01194459795	988	1	0.895027893753329	0.908554396271	970	5	1.13083144688591	1.088857602905	975	0	1.11347573825004	1.07234125165	0.266775543340035	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.248007385934015	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.725223354606328	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0714185821036349	UP_EXONS_TAF2 = CR	0.60258653191502	UP_EXONS_TAF2 = CS	0.747184963973576	UP_EXONS_TAF2 = AS_NC	0.903703585901788	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.159060730275204	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.00108368233236051	**  : DOWN_EXONS_TAF2 > CR	0.396125849277412	DOWN_EXONS_TAF2 = CS	0.323735188522344	DOWN_EXONS_TAF2 = AS_NC	0.141408769625053	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.00130193240679551	**  : UP_EXONS_TAF2dIDR > CR	0.350304844194103	UP_EXONS_TAF2dIDR = CS	0.291760467300215	UP_EXONS_TAF2dIDR = AS_NC	0.17917768337595	DOWN_EXONS_TAF2dIDR = CR	0.328487710132079	DOWN_EXONS_TAF2dIDR = CS	0.437490660991556	DOWN_EXONS_TAF2dIDR = AS_NC	0.00018444381237047	*** : CR < CS	0.000943299369228303	*** : CR < AS_NC	0.772614789043037	CS = AS_NC
PYRIMIDINECONT_MAXBP_UPINTRON	236	3	0.684157895621352	0.6764830508475	253	3	0.692207748615534	0.68253968254	216	4	0.671915224876162	0.666666666667	244	0	0.694621250263008	0.6994623655915	988	1	0.673726632768053	0.666666666667	970	5	0.699286864721339	0.6963109354415	975	0	0.678682648768991	0.677419354839	0.478333696179915	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.359717396156037	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.280791440451173	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.305132216299201	UP_EXONS_TAF2 = CR	0.111776768209769	UP_EXONS_TAF2 = CS	0.599847943392935	UP_EXONS_TAF2 = AS_NC	0.100828622351571	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.63422397889297	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0409493644733971	*   : DOWN_EXONS_TAF2 > CR	0.467674517873444	DOWN_EXONS_TAF2 = CS	0.138168018960689	DOWN_EXONS_TAF2 = AS_NC	0.0361929019423636	*   : UP_EXONS_TAF2dIDR < DOWN_EXONS_TAF2dIDR	0.91844244025047	UP_EXONS_TAF2dIDR = CR	0.00596257148099895	**  : UP_EXONS_TAF2dIDR < CS	0.508777797985811	UP_EXONS_TAF2dIDR = AS_NC	0.0112456014769753	*   : DOWN_EXONS_TAF2dIDR > CR	0.840043329407975	DOWN_EXONS_TAF2dIDR = CS	0.0501229084752675	DOWN_EXONS_TAF2dIDR = AS_NC	1.81279393731489e-05	*** : CR < CS	0.388476686995742	CR = AS_NC	0.000638481014700573	*** : CS > AS_NC
POLYPYRITRAC_OFFSET_MAXBP_UPINTRON	236	3	4.75423728813559	2	253	3	5.24110671936759	2	216	4	5.39351851851852	2	244	0	4.9016393442623	2	988	1	4.61842105263158	2	970	5	4.57319587628866	2	975	0	4.86051282051282	2	0.613573075801464	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.822980143107161	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.412092200535114	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.412878986807987	UP_EXONS_TAF2 = CR	0.251676423940897	UP_EXONS_TAF2 = CS	0.921753585666417	UP_EXONS_TAF2 = AS_NC	0.468571288653271	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.803121840916353	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.91017860755236	DOWN_EXONS_TAF2 = CR	0.654454183518365	DOWN_EXONS_TAF2 = CS	0.569502021983474	DOWN_EXONS_TAF2 = AS_NC	0.305740387068305	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.283433589038935	UP_EXONS_TAF2dIDR = CR	0.169126603351963	UP_EXONS_TAF2dIDR = CS	0.688729412208016	UP_EXONS_TAF2dIDR = AS_NC	0.827823320435958	DOWN_EXONS_TAF2dIDR = CR	0.906888020224609	DOWN_EXONS_TAF2dIDR = CS	0.360058947807349	DOWN_EXONS_TAF2dIDR = AS_NC	0.591082485035612	CR = CS	0.26260593378394	CR = AS_NC	0.101909343267749	CS = AS_NC
POLYPYRITRAC_LEN_MAXBP_UPINTRON	236	3	15.8347457627119	14	253	3	16.1581027667984	14	216	4	16.1203703703704	14	244	0	16.2090163934426	13	988	1	16.3188259109312	14	970	5	15.5896907216495	14	975	0	16.2707692307692	14	0.773322316363019	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.945875460419616	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.792487560587386	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.690467418765909	UP_EXONS_TAF2 = CR	0.538088217178095	UP_EXONS_TAF2 = CS	0.579001405354303	UP_EXONS_TAF2 = AS_NC	0.825778588444221	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.555322520464589	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.952428958475715	DOWN_EXONS_TAF2 = CR	0.901549092983198	DOWN_EXONS_TAF2 = CS	0.914955909396424	DOWN_EXONS_TAF2 = AS_NC	0.75459664651918	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.759435463419002	UP_EXONS_TAF2dIDR = CR	0.627925401692103	UP_EXONS_TAF2dIDR = CS	0.667348628475443	UP_EXONS_TAF2dIDR = AS_NC	0.474646086455994	DOWN_EXONS_TAF2dIDR = CR	0.346965671203117	DOWN_EXONS_TAF2dIDR = CS	0.404596864235266	DOWN_EXONS_TAF2dIDR = AS_NC	0.715307705656098	CR = CS	0.806791265068099	CR = AS_NC	0.89731072797228	CS = AS_NC
POLYPYRITRAC_SCORE_MAXBP_UPINTRON	236	3	30.6228813559322	25	253	3	31.2094861660079	26	216	4	30.2453703703704	25	244	0	31.0655737704918	24.5	988	1	31.9645748987854	26	970	5	29.8010309278351	27	975	0	30.7815384615385	26	0.594431796266723	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.892425503958547	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.997635593112855	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.34101315722741	UP_EXONS_TAF2 = CR	0.347022583711063	UP_EXONS_TAF2 = CS	0.701650432529465	UP_EXONS_TAF2 = AS_NC	0.49341406533269	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.600636563079679	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.804352229334888	DOWN_EXONS_TAF2 = CR	0.874641365088891	DOWN_EXONS_TAF2 = CS	0.715527451596609	DOWN_EXONS_TAF2 = AS_NC	0.896226384933415	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.25578429904617	UP_EXONS_TAF2dIDR = CR	0.253013675556483	UP_EXONS_TAF2dIDR = CS	0.573636486456433	UP_EXONS_TAF2dIDR = AS_NC	0.353538073374078	DOWN_EXONS_TAF2dIDR = CR	0.375378348536525	DOWN_EXONS_TAF2dIDR = CS	0.703567568606312	DOWN_EXONS_TAF2dIDR = AS_NC	0.963478450652582	CR = CS	0.344869966565725	CR = AS_NC	0.35347811001505	CS = AS_NC
BPSCORE_MAXBP_UPINTRON	236	3	1.03581804566102	1.07342505	253	3	1.05065863844269	1.1082631	216	4	1.03754787903241	1.0942743	244	0	1.00970107291967	1.06216205	988	1	0.975256265651113	1.0102706	970	5	1.0585471432032	1.1249603	975	0	1.03604458206417	1.0551268	0.413998598584274	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.62425121359276	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.833434003902131	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.177731268908667	UP_EXONS_TAF2 = CR	0.437642027449929	UP_EXONS_TAF2 = CS	0.989490495703829	UP_EXONS_TAF2 = AS_NC	0.797966123509227	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.333470625029402	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0153164671811221	*   : DOWN_EXONS_TAF2 > CR	0.76013328543499	DOWN_EXONS_TAF2 = CS	0.316376896238251	DOWN_EXONS_TAF2 = AS_NC	0.483289660083701	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.0589238256919722	UP_EXONS_TAF2dIDR = CR	0.958743742156305	UP_EXONS_TAF2dIDR = CS	0.540922967955202	UP_EXONS_TAF2dIDR = AS_NC	0.306206381007979	DOWN_EXONS_TAF2dIDR = CR	0.275655964650237	DOWN_EXONS_TAF2dIDR = CS	0.80471000965353	DOWN_EXONS_TAF2dIDR = AS_NC	0.000645467111525028	*** : CR < CS	0.0444448236596536	*   : CR < AS_NC	0.248728670659854	CS = AS_NC
NUM_PREDICTED_BPS_UPINTRON	236	3	2.98305084745763	3	253	3	3.02766798418972	3	216	4	3.11574074074074	3	244	0	3.05737704918033	3	988	1	3.38461538461538	3	970	5	3.31237113402062	3	975	0	3.11282051282051	3	0.47565297800417	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.298737240187413	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.435380886773682	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0023238378401732	**  : UP_EXONS_TAF2 < CR	0.0112188671652974	*   : UP_EXONS_TAF2 < CS	0.366629507478598	UP_EXONS_TAF2 = AS_NC	0.696994977264779	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.918544154687534	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.021269532739843	*   : DOWN_EXONS_TAF2 < CR	0.0704368900416526	DOWN_EXONS_TAF2 = CS	0.922880710546367	DOWN_EXONS_TAF2 = AS_NC	0.776096636334689	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.0990526402023465	UP_EXONS_TAF2dIDR = CR	0.220104017227016	UP_EXONS_TAF2dIDR = CS	0.72455179837052	UP_EXONS_TAF2dIDR = AS_NC	0.0351602304613794	*   : DOWN_EXONS_TAF2dIDR < CR	0.102362472821481	DOWN_EXONS_TAF2dIDR = CS	0.992198180106565	DOWN_EXONS_TAF2dIDR = AS_NC	0.454232555683241	CR = CS	0.00107346915124054	**  : CR > AS_NC	0.0121758676401447	*   : CS > AS_NC
MEDIAN_DIST_FROM_BP_TO_3SS_UPINTRON	236	3	66.2690677966102	57	253	3	60.9743083003953	54	216	4	65.224537037037	56	244	0	61.6024590163934	55.5	988	1	65.7378542510122	60	970	5	61.5659793814433	54	975	0	64.4153846153846	58	0.129022657792364	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.621414133490707	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.222297360905611	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.911536763525395	UP_EXONS_TAF2 = CR	0.0599378308567579	UP_EXONS_TAF2 = CS	0.542960583151942	UP_EXONS_TAF2 = AS_NC	0.358229817320231	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.744538376114481	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.0319933710187433	*   : DOWN_EXONS_TAF2 < CR	0.956640762811264	DOWN_EXONS_TAF2 = CS	0.185460378890664	DOWN_EXONS_TAF2 = AS_NC	0.544144176593579	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.456669139631088	UP_EXONS_TAF2dIDR = CR	0.245018699662447	UP_EXONS_TAF2dIDR = CS	0.960414156563017	UP_EXONS_TAF2dIDR = AS_NC	0.0806775456057845	DOWN_EXONS_TAF2dIDR = CR	0.644659760086179	DOWN_EXONS_TAF2dIDR = CS	0.351519665511464	DOWN_EXONS_TAF2dIDR = AS_NC	0.000906935806054756	*** : CR > CS	0.240702930150506	CR = AS_NC	0.0360683121603907	*   : CS < AS_NC
MEDIAN_SCORE_FOR_BPSEQ_UPINTRON	236	3	0.265939256347907	0.291912552362911	253	3	0.403447797486102	0.397846943611	216	4	0.252181829573086	0.2874205935085	244	0	0.297774447303401	0.382922149788	988	1	0.125194101945579	0.134333681962	970	5	0.323069030621631	0.3182956811985	975	0	0.267408224948672	0.221590499966	0.121175458778995	UP_EXONS_TAF2 = DOWN_EXONS_TAF2	0.963776417799127	UP_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.335893995217237	UP_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.146245125876252	UP_EXONS_TAF2 = CR	0.503055717343048	UP_EXONS_TAF2 = CS	0.9781555649592	UP_EXONS_TAF2 = AS_NC	0.154607986090733	DOWN_EXONS_TAF2 = UP_EXONS_TAF2dIDR	0.599716197609444	DOWN_EXONS_TAF2 = DOWN_EXONS_TAF2dIDR	0.000432365085140968	*** : DOWN_EXONS_TAF2 > CR	0.216713524820915	DOWN_EXONS_TAF2 = CS	0.0556411198719487	DOWN_EXONS_TAF2 = AS_NC	0.41595056679467	UP_EXONS_TAF2dIDR = DOWN_EXONS_TAF2dIDR	0.149384025232012	UP_EXONS_TAF2dIDR = CR	0.566877784196901	UP_EXONS_TAF2dIDR = CS	0.96477316137403	UP_EXONS_TAF2dIDR = AS_NC	0.011355463852058	*   : DOWN_EXONS_TAF2dIDR > CR	0.688045704943618	DOWN_EXONS_TAF2dIDR = CS	0.330875860150877	DOWN_EXONS_TAF2dIDR = AS_NC	0.000836219145281497	*** : CR < CS	0.0179472262905035	*   : CR < AS_NC	0.331149730044499	CS = AS_NC
