EXPERIMENT	TYPE	EVENT	DIRECTION
HepG2-SRRM2-KD	Exon	HsaEX1032729	UP
HepG2-SRRM2-KD	Exon	HsaEX0011703	UP
HepG2-SRRM2-KD	Exon	HsaEX0071632	UP
HepG2-SRRM2-KD	Exon	HsaEX0042095	UP
HepG2-SRRM2-KD	Exon	HsaEX0009344	UP
HepG2-SRRM2-KD	Exon	HsaEX0001028	UP
HepG2-SRRM2-KD	Exon	HsaEX0064365	UP
HepG2-SRRM2-KD	Exon	HsaEX0000014	UP
HepG2-SRRM2-KD	Exon	HsaEX0000256	UP
HepG2-SRRM2-KD	Exon	HsaEX0044550	UP
HepG2-SRRM2-KD	Exon	HsaEX0035854	UP
HepG2-SRRM2-KD	Exon	HsaEX0020377	UP
HepG2-SRRM2-KD	Exon	HsaEX1034929	UP
HepG2-SRRM2-KD	Exon	HsaEX0037602	UP
HepG2-SRRM2-KD	Exon	HsaEX0069974	UP
HepG2-SRRM2-KD	Exon	HsaEX0026517	UP
HepG2-SRRM2-KD	Exon	HsaEX0028178	UP
HepG2-SRRM2-KD	Exon	HsaEX7010668	UP
HepG2-SRRM2-KD	Exon	HsaEX0041421	UP
HepG2-SRRM2-KD	Exon	HsaEX0050706	UP
HepG2-SRRM2-KD	Exon	HsaEX0018562	UP
HepG2-SRRM2-KD	Exon	HsaEX1009655	UP
HepG2-SRRM2-KD	Exon	HsaEX0007661	UP
HepG2-SRRM2-KD	Exon	HsaEX1000119	UP
HepG2-SRRM2-KD	Exon	HsaEX1001076	UP
HepG2-SRRM2-KD	Exon	HsaEX0028282	UP
HepG2-SRRM2-KD	Exon	HsaEX0011037	UP
HepG2-SRRM2-KD	Exon	HsaEX0024459	UP
HepG2-SRRM2-KD	Exon	HsaEX0067982	UP
HepG2-SRRM2-KD	Exon	HsaEX1020521	UP
HepG2-SRRM2-KD	Exon	HsaEX0073045	UP
HepG2-SRRM2-KD	Exon	HsaEX0036712	UP
HepG2-SRRM2-KD	Exon	HsaEX0074026	UP
HepG2-SRRM2-KD	Exon	HsaEX1035155	UP
HepG2-SRRM2-KD	Exon	HsaEX0010019	UP
HepG2-SRRM2-KD	Exon	HsaEX0054943	UP
HepG2-SRRM2-KD	Exon	HsaEX0026493	UP
HepG2-SRRM2-KD	Exon	HsaEX0031646	UP
HepG2-SRRM2-KD	Exon	HsaEX1038338	UP
HepG2-SRRM2-KD	Exon	HsaEX0015736	UP
HepG2-SRRM2-KD	Exon	HsaEX0026649	UP
HepG2-SRRM2-KD	Exon	HsaEX0006799	UP
HepG2-SRRM2-KD	Exon	HsaEX0025802	UP
HepG2-SRRM2-KD	Exon	HsaEX0074219	UP
HepG2-SRRM2-KD	Exon	HsaEX0030973	UP
HepG2-SRRM2-KD	Exon	HsaEX7009269	UP
HepG2-SRRM2-KD	Exon	HsaEX0045172	UP
HepG2-SRRM2-KD	Exon	HsaEX0068254	UP
HepG2-SRRM2-KD	Exon	HsaEX0019963	UP
HepG2-SRRM2-KD	Exon	HsaEX0001614	UP
HepG2-SRRM2-KD	Exon	HsaEX0068484	UP
HepG2-SRRM2-KD	Exon	HsaEX1033855	UP
HepG2-SRRM2-KD	Exon	HsaEX1020643	UP
HepG2-SRRM2-KD	Exon	HsaEX0009765	UP
HepG2-SRRM2-KD	Exon	HsaEX0005401	UP
HepG2-SRRM2-KD	Exon	HsaEX0050845	UP
HepG2-SRRM2-KD	Exon	HsaEX0043533	UP
HepG2-SRRM2-KD	Exon	HsaEX6094110	UP
HepG2-SRRM2-KD	Exon	HsaEX0008704	UP
HepG2-SRRM2-KD	Exon	HsaEX0036266	UP
HepG2-SRRM2-KD	Exon	HsaEX0073793	UP
HepG2-SRRM2-KD	Exon	HsaEX0061698	UP
HepG2-SRRM2-KD	Exon	HsaEX1015155	UP
HepG2-SRRM2-KD	Exon	HsaEX0054432	UP
HepG2-SRRM2-KD	Exon	HsaEX0036840	UP
HepG2-SRRM2-KD	Exon	HsaEX0024744	UP
HepG2-SRRM2-KD	Exon	HsaEX1004426	UP
HepG2-SRRM2-KD	Exon	HsaEX0000185	UP
HepG2-SRRM2-KD	Exon	HsaEX6047517	UP
HepG2-SRRM2-KD	Exon	HsaEX0065178	UP
HepG2-SRRM2-KD	Exon	HsaEX0002665	UP
HepG2-SRRM2-KD	Exon	HsaEX1038956	UP
HepG2-SRRM2-KD	Exon	HsaEX0046486	UP
HepG2-SRRM2-KD	Exon	HsaEX0073832	UP
HepG2-SRRM2-KD	Exon	HsaEX0028806	UP
HepG2-SRRM2-KD	Exon	HsaEX0010424	UP
HepG2-SRRM2-KD	Exon	HsaEX0012070	UP
HepG2-SRRM2-KD	Exon	HsaEX1018260	UP
HepG2-SRRM2-KD	Exon	HsaEX0042511	UP
HepG2-SRRM2-KD	Exon	HsaEX1002261	UP
HepG2-SRRM2-KD	Exon	HsaEX0041242	UP
HepG2-SRRM2-KD	Exon	HsaEX0071650	UP
HepG2-SRRM2-KD	Exon	HsaEX0059157	UP
HepG2-SRRM2-KD	Exon	HsaEX1013836	UP
HepG2-SRRM2-KD	Exon	HsaEX0043083	UP
HepG2-SRRM2-KD	Exon	HsaEX0039765	UP
HepG2-SRRM2-KD	Exon	HsaEX1041796	UP
HepG2-SRRM2-KD	Exon	HsaEX6017793	UP
HepG2-SRRM2-KD	Exon	HsaEX1010975	UP
HepG2-SRRM2-KD	Exon	HsaEX0061442	UP
HepG2-SRRM2-KD	Exon	HsaEX0060047	UP
HepG2-SRRM2-KD	Exon	HsaEX6019287	UP
HepG2-SRRM2-KD	Exon	HsaEX1045332	UP
HepG2-SRRM2-KD	Exon	HsaEX0060260	UP
HepG2-SRRM2-KD	Exon	HsaEX1000794	UP
HepG2-SRRM2-KD	Exon	HsaEX0001027	UP
HepG2-SRRM2-KD	Exon	HsaEX1029879	UP
HepG2-SRRM2-KD	Exon	HsaEX0038973	UP
HepG2-SRRM2-KD	Exon	HsaEX0020428	UP
HepG2-SRRM2-KD	Exon	HsaEX0039566	UP
HepG2-SRRM2-KD	Exon	HsaEX1032728	UP
HepG2-SRRM2-KD	Exon	HsaEX0016809	UP
HepG2-SRRM2-KD	Exon	HsaEX0073869	UP
HepG2-SRRM2-KD	Exon	HsaEX0029909	UP
HepG2-SRRM2-KD	Exon	HsaEX0058239	UP
HepG2-SRRM2-KD	Exon	HsaEX0043828	UP
HepG2-SRRM2-KD	Exon	HsaEX1034557	UP
HepG2-SRRM2-KD	Exon	HsaEX0033932	UP
HepG2-SRRM2-KD	Exon	HsaEX0034749	UP
HepG2-SRRM2-KD	Exon	HsaEX0036592	UP
HepG2-SRRM2-KD	Exon	HsaEX0049292	UP
HepG2-SRRM2-KD	Exon	HsaEX0065036	UP
HepG2-SRRM2-KD	Exon	HsaEX0015755	UP
HepG2-SRRM2-KD	Exon	HsaEX0004337	UP
HepG2-SRRM2-KD	Exon	HsaEX0018136	UP
HepG2-SRRM2-KD	Exon	HsaEX0034336	UP
HepG2-SRRM2-KD	Exon	HsaEX0060840	UP
HepG2-SRRM2-KD	Exon	HsaEX0013093	UP
HepG2-SRRM2-KD	Exon	HsaEX6054875	UP
HepG2-SRRM2-KD	Exon	HsaEX0021116	UP
HepG2-SRRM2-KD	Exon	HsaEX0025866	UP
HepG2-SRRM2-KD	Exon	HsaEX0052674	UP
HepG2-SRRM2-KD	Exon	HsaEX0046752	UP
HepG2-SRRM2-KD	Exon	HsaEX0001082	UP
HepG2-SRRM2-KD	Exon	HsaEX0071008	UP
HepG2-SRRM2-KD	Exon	HsaEX0032557	UP
HepG2-SRRM2-KD	Exon	HsaEX0068916	UP
HepG2-SRRM2-KD	Exon	HsaEX0057212	UP
HepG2-SRRM2-KD	Exon	HsaEX0026476	UP
HepG2-SRRM2-KD	Exon	HsaEX0050267	UP
HepG2-SRRM2-KD	Exon	HsaEX0025930	UP
HepG2-SRRM2-KD	Exon	HsaEX0059684	UP
HepG2-SRRM2-KD	Exon	HsaEX0054422	UP
HepG2-SRRM2-KD	Exon	HsaEX0050909	UP
HepG2-SRRM2-KD	Exon	HsaEX0074073	UP
HepG2-SRRM2-KD	Exon	HsaEX0021817	UP
HepG2-SRRM2-KD	Exon	HsaEX1031751	UP
HepG2-SRRM2-KD	Exon	HsaEX0061414	UP
HepG2-SRRM2-KD	Exon	HsaEX0042491	UP
HepG2-SRRM2-KD	Exon	HsaEX0013872	UP
HepG2-SRRM2-KD	Exon	HsaEX0031843	UP
HepG2-SRRM2-KD	Exon	HsaEX0053881	UP
HepG2-SRRM2-KD	Exon	HsaEX0062378	UP
HepG2-SRRM2-KD	Exon	HsaEX6058081	UP
HepG2-SRRM2-KD	Exon	HsaEX0021547	UP
HepG2-SRRM2-KD	Exon	HsaEX0042148	UP
HepG2-SRRM2-KD	Exon	HsaEX0026492	UP
HepG2-SRRM2-KD	Exon	HsaEX0030835	UP
HepG2-SRRM2-KD	Exon	HsaEX6046359	UP
HepG2-SRRM2-KD	Exon	HsaEX0006387	UP
HepG2-SRRM2-KD	Exon	HsaEX0054973	UP
HepG2-SRRM2-KD	Exon	HsaEX0018135	UP
HepG2-SRRM2-KD	Exon	HsaEX0043160	UP
HepG2-SRRM2-KD	Exon	HsaEX0054787	UP
HepG2-SRRM2-KD	Exon	HsaEX1029880	UP
HepG2-SRRM2-KD	Exon	HsaEX0009764	UP
HepG2-SRRM2-KD	Exon	HsaEX1029973	UP
HepG2-SRRM2-KD	Exon	HsaEX0067290	UP
HepG2-SRRM2-KD	Exon	HsaEX0037571	UP
HepG2-SRRM2-KD	Exon	HsaEX0031099	UP
HepG2-SRRM2-KD	Exon	HsaEX0060046	UP
HepG2-SRRM2-KD	Exon	HsaEX0003375	UP
HepG2-SRRM2-KD	Exon	HsaEX1029840	UP
HepG2-SRRM2-KD	Exon	HsaEX0037352	UP
HepG2-SRRM2-KD	Exon	HsaEX0011038	UP
HepG2-SRRM2-KD	Exon	HsaEX0057994	UP
HepG2-SRRM2-KD	Exon	HsaEX0051644	UP
HepG2-SRRM2-KD	Exon	HsaEX0034393	UP
HepG2-SRRM2-KD	Exon	HsaEX0055659	UP
HepG2-SRRM2-KD	Exon	HsaEX0032202	UP
HepG2-SRRM2-KD	Exon	HsaEX0010346	UP
HepG2-SRRM2-KD	Exon	HsaEX0015145	UP
HepG2-SRRM2-KD	Exon	HsaEX0064775	UP
HepG2-SRRM2-KD	Exon	HsaEX0029912	UP
HepG2-SRRM2-KD	Exon	HsaEX0044384	UP
HepG2-SRRM2-KD	Exon	HsaEX0004269	UP
HepG2-SRRM2-KD	Exon	HsaEX0027005	UP
HepG2-SRRM2-KD	Exon	HsaEX0013729	UP
HepG2-SRRM2-KD	Exon	HsaEX0056954	UP
HepG2-SRRM2-KD	Exon	HsaEX0000273	UP
HepG2-SRRM2-KD	Exon	HsaEX1025211	UP
HepG2-SRRM2-KD	Exon	HsaEX0019493	UP
HepG2-SRRM2-KD	Exon	HsaEX0021859	UP
HepG2-SRRM2-KD	Exon	HsaEX0021548	UP
HepG2-SRRM2-KD	Exon	HsaEX0013083	UP
HepG2-SRRM2-KD	Exon	HsaEX0065601	UP
HepG2-SRRM2-KD	Exon	HsaEX0034247	UP
HepG2-SRRM2-KD	Exon	HsaEX0012968	UP
HepG2-SRRM2-KD	Exon	HsaEX0011181	UP
HepG2-SRRM2-KD	Exon	HsaEX0067368	UP
HepG2-SRRM2-KD	Exon	HsaEX0049135	UP
HepG2-SRRM2-KD	Exon	HsaEX0074295	UP
HepG2-SRRM2-KD	Exon	HsaEX0021724	UP
HepG2-SRRM2-KD	Exon	HsaEX0002893	UP
HepG2-SRRM2-KD	Exon	HsaEX0048980	UP
HepG2-SRRM2-KD	Exon	HsaEX0020342	UP
HepG2-SRRM2-KD	Exon	HsaEX0009896	UP
HepG2-SRRM2-KD	Exon	HsaEX0071422	UP
HepG2-SRRM2-KD	Exon	HsaEX0024017	UP
HepG2-SRRM2-KD	Exon	HsaEX1016820	UP
HepG2-SRRM2-KD	Exon	HsaEX6046358	UP
HepG2-SRRM2-KD	Exon	HsaEX0027872	UP
HepG2-SRRM2-KD	Exon	HsaEX0020923	UP
HepG2-SRRM2-KD	Exon	HsaEX0074218	UP
HepG2-SRRM2-KD	Exon	HsaEX0009089	UP
HepG2-SRRM2-KD	Exon	HsaEX0040302	UP
HepG2-SRRM2-KD	Exon	HsaEX0035135	UP
HepG2-SRRM2-KD	Exon	HsaEX0056373	UP
HepG2-SRRM2-KD	Exon	HsaEX0012560	UP
HepG2-SRRM2-KD	Exon	HsaEX1026787	UP
HepG2-SRRM2-KD	Exon	HsaEX0045171	UP
HepG2-SRRM2-KD	Exon	HsaEX0065021	UP
HepG2-SRRM2-KD	Exon	HsaEX0054866	UP
HepG2-SRRM2-KD	Exon	HsaEX1022392	UP
HepG2-SRRM2-KD	Exon	HsaEX0073272	UP
HepG2-SRRM2-KD	Exon	HsaEX0036543	UP
HepG2-SRRM2-KD	Exon	HsaEX1037368	UP
HepG2-SRRM2-KD	Exon	HsaEX0001168	UP
HepG2-SRRM2-KD	Exon	HsaEX1029962	UP
HepG2-SRRM2-KD	Exon	HsaEX0014392	UP
HepG2-SRRM2-KD	Exon	HsaEX0001444	UP
HepG2-SRRM2-KD	Exon	HsaEX1019265	UP
HepG2-SRRM2-KD	Exon	HsaEX1004159	UP
HepG2-SRRM2-KD	Exon	HsaEX0010704	UP
HepG2-SRRM2-KD	Exon	HsaEX1008771	UP
HepG2-SRRM2-KD	Exon	HsaEX0007599	UP
HepG2-SRRM2-KD	Exon	HsaEX0046377	UP
HepG2-SRRM2-KD	Exon	HsaEX0060860	UP
HepG2-SRRM2-KD	Exon	HsaEX0055499	UP
HepG2-SRRM2-KD	Exon	HsaEX1032901	UP
HepG2-SRRM2-KD	Exon	HsaEX0043252	UP
HepG2-SRRM2-KD	Exon	HsaEX0001739	UP
HepG2-SRRM2-KD	Exon	HsaEX0041259	UP
HepG2-SRRM2-KD	Exon	HsaEX0041261	UP
HepG2-SRRM2-KD	Exon	HsaEX0073356	UP
HepG2-SRRM2-KD	Exon	HsaEX0019491	UP
HepG2-SRRM2-KD	Exon	HsaEX0014071	UP
HepG2-SRRM2-KD	Exon	HsaEX0059276	UP
HepG2-SRRM2-KD	Exon	HsaEX0060983	UP
HepG2-SRRM2-KD	Exon	HsaEX0056914	UP
HepG2-SRRM2-KD	Exon	HsaEX0074345	UP
HepG2-SRRM2-KD	Exon	HsaEX0030309	UP
HepG2-SRRM2-KD	Exon	HsaEX0018137	UP
HepG2-SRRM2-KD	Exon	HsaEX0058673	UP
HepG2-SRRM2-KD	Exon	HsaEX0030586	UP
HepG2-SRRM2-KD	Exon	HsaEX0054850	UP
HepG2-SRRM2-KD	Exon	HsaEX0014782	UP
HepG2-SRRM2-KD	Exon	HsaEX1045572	UP
HepG2-SRRM2-KD	Exon	HsaEX1014370	UP
HepG2-SRRM2-KD	Exon	HsaEX6033327	UP
HepG2-SRRM2-KD	Exon	HsaEX0019089	UP
HepG2-SRRM2-KD	Exon	HsaEX0072305	UP
HepG2-SRRM2-KD	Exon	HsaEX0011773	UP
HepG2-SRRM2-KD	Exon	HsaEX6047518	UP
HepG2-SRRM2-KD	Exon	HsaEX0009594	UP
HepG2-SRRM2-KD	Exon	HsaEX1032733	UP
HepG2-SRRM2-KD	Exon	HsaEX0061044	UP
HepG2-SRRM2-KD	Exon	HsaEX0003069	UP
HepG2-SRRM2-KD	Exon	HsaEX0022505	UP
HepG2-SRRM2-KD	Exon	HsaEX0073671	UP
HepG2-SRRM2-KD	Exon	HsaEX0005405	UP
HepG2-SRRM2-KD	Exon	HsaEX0074359	UP
HepG2-SRRM2-KD	Exon	HsaEX0073709	UP
HepG2-SRRM2-KD	Exon	HsaEX0017409	UP
HepG2-SRRM2-KD	Exon	HsaEX1034442	UP
HepG2-SRRM2-KD	Exon	HsaEX0023698	UP
HepG2-SRRM2-KD	Exon	HsaEX0062307	UP
HepG2-SRRM2-KD	Exon	HsaEX0021049	UP
HepG2-SRRM2-KD	Exon	HsaEX1045411	UP
HepG2-SRRM2-KD	Exon	HsaEX0035704	UP
HepG2-SRRM2-KD	Exon	HsaEX0002276	UP
HepG2-SRRM2-KD	Exon	HsaEX0028562	UP
HepG2-SRRM2-KD	Exon	HsaEX0066375	UP
HepG2-SRRM2-KD	Exon	HsaEX0045725	UP
HepG2-SRRM2-KD	Exon	HsaEX0056963	UP
HepG2-SRRM2-KD	Exon	HsaEX0028002	UP
HepG2-SRRM2-KD	Exon	HsaEX1027673	UP
HepG2-SRRM2-KD	Exon	HsaEX1021692	UP
HepG2-SRRM2-KD	Exon	HsaEX1044887	UP
HepG2-SRRM2-KD	Exon	HsaEX0033814	UP
HepG2-SRRM2-KD	Exon	HsaEX0026177	UP
HepG2-SRRM2-KD	Exon	HsaEX0056532	UP
HepG2-SRRM2-KD	Exon	HsaEX0018594	UP
HepG2-SRRM2-KD	Exon	HsaEX0073100	UP
HepG2-SRRM2-KD	Exon	HsaEX0068253	UP
HepG2-SRRM2-KD	Exon	HsaEX0064778	UP
HepG2-SRRM2-KD	Exon	HsaEX1045372	UP
HepG2-SRRM2-KD	Exon	HsaEX0052006	UP
HepG2-SRRM2-KD	Exon	HsaEX1029767	UP
HepG2-SRRM2-KD	Exon	HsaEX0009687	UP
HepG2-SRRM2-KD	Exon	HsaEX0061977	UP
HepG2-SRRM2-KD	Exon	HsaEX0024331	UP
HepG2-SRRM2-KD	Exon	HsaEX0073922	UP
HepG2-SRRM2-KD	Exon	HsaEX0067369	UP
HepG2-SRRM2-KD	Exon	HsaEX0046779	UP
HepG2-SRRM2-KD	Exon	HsaEX0038281	UP
HepG2-SRRM2-KD	Exon	HsaEX0072776	UP
HepG2-SRRM2-KD	Exon	HsaEX0008457	UP
HepG2-SRRM2-KD	Exon	HsaEX0054666	UP
HepG2-SRRM2-KD	Exon	HsaEX0061989	UP
HepG2-SRRM2-KD	Exon	HsaEX0055966	UP
HepG2-SRRM2-KD	Exon	HsaEX0034620	UP
HepG2-SRRM2-KD	Exon	HsaEX0019990	UP
HepG2-SRRM2-KD	Exon	HsaEX0063001	UP
HepG2-SRRM2-KD	Exon	HsaEX0073000	UP
HepG2-SRRM2-KD	Exon	HsaEX0023363	UP
HepG2-SRRM2-KD	Exon	HsaEX0014753	UP
HepG2-SRRM2-KD	Exon	HsaEX0002277	UP
HepG2-SRRM2-KD	Exon	HsaEX0027917	UP
HepG2-SRRM2-KD	Exon	HsaEX0032849	UP
HepG2-SRRM2-KD	Exon	HsaEX0038937	UP
HepG2-SRRM2-KD	Exon	HsaEX0063020	UP
HepG2-SRRM2-KD	Exon	HsaEX0000274	UP
HepG2-SRRM2-KD	Exon	HsaEX0046569	UP
HepG2-SRRM2-KD	Exon	HsaEX0024246	UP
HepG2-SRRM2-KD	Exon	HsaEX0049547	UP
HepG2-SRRM2-KD	Exon	HsaEX0020452	UP
HepG2-SRRM2-KD	Exon	HsaEX0050364	UP
HepG2-SRRM2-KD	Exon	HsaEX0001357	UP
HepG2-SRRM2-KD	Exon	HsaEX0041329	UP
HepG2-SRRM2-KD	Exon	HsaEX0064031	UP
HepG2-SRRM2-KD	Exon	HsaEX0073007	UP
HepG2-SRRM2-KD	Exon	HsaEX0042648	UP
HepG2-SRRM2-KD	Exon	HsaEX6093359	UP
HepG2-SRRM2-KD	Exon	HsaEX0029768	UP
HepG2-SRRM2-KD	Exon	HsaEX0041328	UP
HepG2-SRRM2-KD	Exon	HsaEX0066392	UP
HepG2-SRRM2-KD	Exon	HsaEX1037237	UP
HepG2-SRRM2-KD	Exon	HsaEX0013132	UP
HepG2-SRRM2-KD	Exon	HsaEX0018058	UP
HepG2-SRRM2-KD	Exon	HsaEX0042916	UP
HepG2-SRRM2-KD	Exon	HsaEX0009424	UP
HepG2-SRRM2-KD	Exon	HsaEX0044962	UP
HepG2-SRRM2-KD	Exon	HsaEX0017589	UP
HepG2-SRRM2-KD	Exon	HsaEX0044702	UP
HepG2-SRRM2-KD	Exon	HsaEX0020434	UP
HepG2-SRRM2-KD	Exon	HsaEX0051932	UP
HepG2-SRRM2-KD	Exon	HsaEX1017864	UP
HepG2-SRRM2-KD	Exon	HsaEX6008640	UP
HepG2-SRRM2-KD	Exon	HsaEX0041260	UP
HepG2-SRRM2-KD	Exon	HsaEX0013728	UP
HepG2-SRRM2-KD	Exon	HsaEX0017812	UP
HepG2-SRRM2-KD	Exon	HsaEX0034822	UP
HepG2-SRRM2-KD	Exon	HsaEX0013154	UP
HepG2-SRRM2-KD	Exon	HsaEX0010428	UP
HepG2-SRRM2-KD	Exon	HsaEX0066788	UP
HepG2-SRRM2-KD	Exon	HsaEX0007851	UP
HepG2-SRRM2-KD	Exon	HsaEX0015994	UP
HepG2-SRRM2-KD	Exon	HsaEX0016018	UP
HepG2-SRRM2-KD	Exon	HsaEX0059639	UP
HepG2-SRRM2-KD	Exon	HsaEX0020722	UP
HepG2-SRRM2-KD	Exon	HsaEX0054908	UP
HepG2-SRRM2-KD	Exon	HsaEX0057599	UP
HepG2-SRRM2-KD	Exon	HsaEX1020605	UP
HepG2-SRRM2-KD	Exon	HsaEX0046937	UP
HepG2-SRRM2-KD	Exon	HsaEX1035146	UP
HepG2-SRRM2-KD	Exon	HsaEX0063233	UP
HepG2-SRRM2-KD	Exon	HsaEX0017658	UP
HepG2-SRRM2-KD	Exon	HsaEX6046321	UP
HepG2-SRRM2-KD	Exon	HsaEX0042305	UP
HepG2-SRRM2-KD	Exon	HsaEX0052103	UP
HepG2-SRRM2-KD	Exon	HsaEX0073383	UP
HepG2-SRRM2-KD	Exon	HsaEX0058919	UP
HepG2-SRRM2-KD	Exon	HsaEX0073982	UP
HepG2-SRRM2-KD	Exon	HsaEX0043251	UP
HepG2-SRRM2-KD	Exon	HsaEX0050913	UP
HepG2-SRRM2-KD	Exon	HsaEX0013139	UP
HepG2-SRRM2-KD	Exon	HsaEX0004718	UP
HepG2-SRRM2-KD	Exon	HsaEX0060979	UP
HepG2-SRRM2-KD	Exon	HsaEX0045158	UP
HepG2-SRRM2-KD	Exon	HsaEX6007529	UP
HepG2-SRRM2-KD	Exon	HsaEX0046221	UP
HepG2-SRRM2-KD	Exon	HsaEX1045281	UP
HepG2-SRRM2-KD	Exon	HsaEX0006585	UP
HepG2-SRRM2-KD	Exon	HsaEX0000068	UP
HepG2-SRRM2-KD	Exon	HsaEX6026679	UP
HepG2-SRRM2-KD	Exon	HsaEX0069997	UP
HepG2-SRRM2-KD	Exon	HsaEX7007205	UP
HepG2-SRRM2-KD	Exon	HsaEX1001804	UP
HepG2-SRRM2-KD	Exon	HsaEX0048972	UP
HepG2-SRRM2-KD	Exon	HsaEX0069390	UP
HepG2-SRRM2-KD	Exon	HsaEX0015128	UP
HepG2-SRRM2-KD	Exon	HsaEX0011001	UP
HepG2-SRRM2-KD	Exon	HsaEX0010742	UP
HepG2-SRRM2-KD	Exon	HsaEX0021648	UP
HepG2-SRRM2-KD	Exon	HsaEX0042735	UP
HepG2-SRRM2-KD	Exon	HsaEX0054893	UP
HepG2-SRRM2-KD	Exon	HsaEX0067367	UP
HepG2-SRRM2-KD	Exon	HsaEX0037162	UP
HepG2-SRRM2-KD	Exon	HsaEX0047352	UP
HepG2-SRRM2-KD	Exon	HsaEX1037035	UP
HepG2-SRRM2-KD	Exon	HsaEX0051372	UP
HepG2-SRRM2-KD	Exon	HsaEX0034569	UP
HepG2-SRRM2-KD	Exon	HsaEX0070477	UP
HepG2-SRRM2-KD	Exon	HsaEX6003181	UP
HepG2-SRRM2-KD	Exon	HsaEX0008996	UP
HepG2-SRRM2-KD	Exon	HsaEX0042680	UP
HepG2-SRRM2-KD	Exon	HsaEX0073838	UP
HepG2-SRRM2-KD	Exon	HsaEX0007722	UP
HepG2-SRRM2-KD	Exon	HsaEX1034764	UP
HepG2-SRRM2-KD	Exon	HsaEX0042315	UP
HepG2-SRRM2-KD	Exon	HsaEX6055039	UP
HepG2-SRRM2-KD	Exon	HsaEX0045173	UP
HepG2-SRRM2-KD	Exon	HsaEX6000680	UP
HepG2-SRRM2-KD	Exon	HsaEX0019879	UP
HepG2-SRRM2-KD	Exon	HsaEX1024989	UP
HepG2-SRRM2-KD	Exon	HsaEX0059042	UP
HepG2-SRRM2-KD	Exon	HsaEX0056948	UP
HepG2-SRRM2-KD	Exon	HsaEX0011115	UP
HepG2-SRRM2-KD	Exon	HsaEX0035105	UP
HepG2-SRRM2-KD	Exon	HsaEX0038967	UP
HepG2-SRRM2-KD	Exon	HsaEX0039597	UP
HepG2-SRRM2-KD	Exon	HsaEX0007059	UP
HepG2-SRRM2-KD	Exon	HsaEX1021531	UP
HepG2-SRRM2-KD	Exon	HsaEX0048986	UP
HepG2-SRRM2-KD	Exon	HsaEX0001233	UP
HepG2-SRRM2-KD	Exon	HsaEX6047988	UP
HepG2-SRRM2-KD	Exon	HsaEX0002848	UP
HepG2-SRRM2-KD	Exon	HsaEX0043065	UP
HepG2-SRRM2-KD	Exon	HsaEX0073675	UP
HepG2-SRRM2-KD	Exon	HsaEX0048420	UP
HepG2-SRRM2-KD	Exon	HsaEX0055260	UP
HepG2-SRRM2-KD	Exon	HsaEX0004293	UP
HepG2-SRRM2-KD	Exon	HsaEX0047787	UP
HepG2-SRRM2-KD	Exon	HsaEX0022428	UP
HepG2-SRRM2-KD	Exon	HsaEX0064891	UP
HepG2-SRRM2-KD	Exon	HsaEX1002150	UP
HepG2-SRRM2-KD	Exon	HsaEX0010348	UP
HepG2-SRRM2-KD	Exon	HsaEX0034347	UP
HepG2-SRRM2-KD	Exon	HsaEX0071798	UP
HepG2-SRRM2-KD	Exon	HsaEX0021215	UP
HepG2-SRRM2-KD	Exon	HsaEX0056598	UP
HepG2-SRRM2-KD	Exon	HsaEX0019518	UP
HepG2-SRRM2-KD	Exon	HsaEX1045121	UP
HepG2-SRRM2-KD	Exon	HsaEX1032671	UP
HepG2-SRRM2-KD	Exon	HsaEX0054944	UP
HepG2-SRRM2-KD	Exon	HsaEX1018259	UP
HepG2-SRRM2-KD	Exon	HsaEX7010311	UP
HepG2-SRRM2-KD	Exon	HsaEX1042949	UP
HepG2-SRRM2-KD	Exon	HsaEX1008891	UP
HepG2-SRRM2-KD	Exon	HsaEX0031359	UP
HepG2-SRRM2-KD	Exon	HsaEX0000381	UP
HepG2-SRRM2-KD	Exon	HsaEX0002006	UP
HepG2-SRRM2-KD	Exon	HsaEX0002506	UP
HepG2-SRRM2-KD	Exon	HsaEX0004164	UP
HepG2-SRRM2-KD	Exon	HsaEX0004267	UP
HepG2-SRRM2-KD	Exon	HsaEX0005958	UP
HepG2-SRRM2-KD	Exon	HsaEX0006179	UP
HepG2-SRRM2-KD	Exon	HsaEX0007587	UP
HepG2-SRRM2-KD	Exon	HsaEX0008284	UP
HepG2-SRRM2-KD	Exon	HsaEX0009127	UP
HepG2-SRRM2-KD	Exon	HsaEX0009794	UP
HepG2-SRRM2-KD	Exon	HsaEX0010002	UP
HepG2-SRRM2-KD	Exon	HsaEX0012754	UP
HepG2-SRRM2-KD	Exon	HsaEX0013870	UP
HepG2-SRRM2-KD	Exon	HsaEX0015444	UP
HepG2-SRRM2-KD	Exon	HsaEX0015964	UP
HepG2-SRRM2-KD	Exon	HsaEX0017154	UP
HepG2-SRRM2-KD	Exon	HsaEX0018942	UP
HepG2-SRRM2-KD	Exon	HsaEX0020455	UP
HepG2-SRRM2-KD	Exon	HsaEX0020962	UP
HepG2-SRRM2-KD	Exon	HsaEX0022024	UP
HepG2-SRRM2-KD	Exon	HsaEX0023116	UP
HepG2-SRRM2-KD	Exon	HsaEX0025317	UP
HepG2-SRRM2-KD	Exon	HsaEX0027841	UP
