EXPERIMENT	TYPE	EVENT	DIRECTION
HepG2-SRRM2-KD	Exon	HsaEX0028344	UP
HepG2-SRRM2-KD	Exon	HsaEX0028496	UP
HepG2-SRRM2-KD	Exon	HsaEX0029335	UP
HepG2-SRRM2-KD	Exon	HsaEX0030815	UP
HepG2-SRRM2-KD	Exon	HsaEX0034128	UP
HepG2-SRRM2-KD	Exon	HsaEX0035076	UP
HepG2-SRRM2-KD	Exon	HsaEX0037333	UP
HepG2-SRRM2-KD	Exon	HsaEX0037850	UP
HepG2-SRRM2-KD	Exon	HsaEX0037917	UP
HepG2-SRRM2-KD	Exon	HsaEX0038886	UP
HepG2-SRRM2-KD	Exon	HsaEX0041714	UP
HepG2-SRRM2-KD	Exon	HsaEX0042144	UP
HepG2-SRRM2-KD	Exon	HsaEX0042169	UP
HepG2-SRRM2-KD	Exon	HsaEX0042432	UP
HepG2-SRRM2-KD	Exon	HsaEX0042740	UP
HepG2-SRRM2-KD	Exon	HsaEX0044378	UP
HepG2-SRRM2-KD	Exon	HsaEX0045441	UP
HepG2-SRRM2-KD	Exon	HsaEX0045688	UP
HepG2-SRRM2-KD	Exon	HsaEX0046393	UP
HepG2-SRRM2-KD	Exon	HsaEX0047267	UP
HepG2-SRRM2-KD	Exon	HsaEX0047356	UP
HepG2-SRRM2-KD	Exon	HsaEX0047378	UP
HepG2-SRRM2-KD	Exon	HsaEX0051288	UP
HepG2-SRRM2-KD	Exon	HsaEX0051891	UP
HepG2-SRRM2-KD	Exon	HsaEX0053748	UP
HepG2-SRRM2-KD	Exon	HsaEX0055948	UP
HepG2-SRRM2-KD	Exon	HsaEX0056214	UP
HepG2-SRRM2-KD	Exon	HsaEX0057600	UP
HepG2-SRRM2-KD	Exon	HsaEX0059124	UP
HepG2-SRRM2-KD	Exon	HsaEX0060716	UP
HepG2-SRRM2-KD	Exon	HsaEX0063298	UP
HepG2-SRRM2-KD	Exon	HsaEX0064739	UP
HepG2-SRRM2-KD	Exon	HsaEX0064942	UP
HepG2-SRRM2-KD	Exon	HsaEX0068372	UP
HepG2-SRRM2-KD	Exon	HsaEX1004254	UP
HepG2-SRRM2-KD	Exon	HsaEX1030949	UP
HepG2-SRRM2-KD	Exon	HsaEX6012434	UP
HepG2-SRRM2-KD	Exon	HsaEX6069737	UP
HepG2-SRRM2-KD	Exon	HsaEX6081314	UP
HepG2-SRRM2-KD	Exon	HsaEX0013090	UP
HepG2-SRRM2-KD	Exon	HsaEX0015663	UP
HepG2-SRRM2-KD	Exon	HsaEX0020433	UP
HepG2-SRRM2-KD	Exon	HsaEX1001624	UP
HepG2-SRRM2-KD	Exon	HsaEX0034545	UP
HepG2-SRRM2-KD	Exon	HsaEX0065688	UP
HepG2-SRRM2-KD	Exon	HsaEX0059109	UP
HepG2-SRRM2-KD	Exon	HsaEX0002666	UP
HepG2-SRRM2-KD	Exon	HsaEX0065407	UP
HepG2-SRRM2-KD	Exon	HsaEX0073180	UP
HepG2-SRRM2-KD	Exon	HsaEX1006192	UP
HepG2-SRRM2-KD	Exon	HsaEX0065189	UP
HepG2-SRRM2-KD	Exon	HsaEX0018132	UP
HepG2-SRRM2-KD	Exon	HsaEX0043255	UP
HepG2-SRRM2-KD	Exon	HsaEX1020524	UP
HepG2-SRRM2-KD	Exon	HsaEX0008465	UP
HepG2-SRRM2-KD	Exon	HsaEX1040159	UP
HepG2-SRRM2-KD	Exon	HsaEX1021143	UP
HepG2-SRRM2-KD	Exon	HsaEX0073913	UP
HepG2-SRRM2-KD	Exon	HsaEX0072729	UP
HepG2-SRRM2-KD	Exon	HsaEX0070456	UP
HepG2-SRRM2-KD	Exon	HsaEX1020525	UP
HepG2-SRRM2-KD	Exon	HsaEX1020591	UP
HepG2-SRRM2-KD	Exon	HsaEX1043541	UP
HepG2-SRRM2-KD	Exon	HsaEX0073949	UP
HepG2-SRRM2-KD	Exon	HsaEX0009627	UP
HepG2-SRRM2-KD	Exon	HsaEX0013096	UP
HepG2-SRRM2-KD	Exon	HsaEX0065193	UP
HepG2-SRRM2-KD	Exon	HsaEX0053013	UP
HepG2-SRRM2-KD	Exon	HsaEX0061130	UP
HepG2-SRRM2-KD	Exon	HsaEX1017041	UP
HepG2-SRRM2-KD	Exon	HsaEX0055223	UP
HepG2-SRRM2-KD	Exon	HsaEX0065575	UP
HepG2-SRRM2-KD	Exon	HsaEX0013446	UP
HepG2-SRRM2-KD	Exon	HsaEX0057218	UP
HepG2-SRRM2-KD	Exon	HsaEX1037105	UP
HepG2-SRRM2-KD	Exon	HsaEX1035102	UP
HepG2-SRRM2-KD	Exon	HsaEX0051051	UP
HepG2-SRRM2-KD	Exon	HsaEX0055222	UP
HeLa-SRRM2-KD	Exon	HsaEX0031828	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005074	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042689	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063366	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0032226	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0031504	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0003922	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1000205	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0069929	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067762	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005021	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063998	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0030089	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0016857	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0052560	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0061220	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010946	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018783	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020401	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0058132	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0006764	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0050752	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0031258	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6036864	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0000164	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0002721	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047356	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0066248	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0070909	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051924	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0066367	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042656	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010338	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0056862	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049022	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046555	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6083019	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046647	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0045416	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1024204	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007260	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0026510	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024276	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0006558	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1000645	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0060118	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0072323	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024471	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018512	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005312	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0068513	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0071827	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020700	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0070915	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063286	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0061652	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051995	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0052674	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057076	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0019557	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018093	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0037166	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6023788	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046074	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063095	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053546	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024744	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0015201	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0052887	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007893	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042688	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0014862	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007886	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007813	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1045131	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0069304	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038932	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0019246	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0056898	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010319	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0001728	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044517	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028375	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025139	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0036226	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049291	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0032262	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0030638	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0068126	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024349	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0071990	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007704	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0054710	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044667	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0071226	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1005850	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1022374	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025995	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0029808	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0021811	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020478	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067719	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057809	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6019823	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038966	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049316	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025167	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067522	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6044057	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0066679	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1001470	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024330	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007619	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042060	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0062788	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042169	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010333	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0037131	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0029021	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0048976	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0062279	DOWN
HeLa-SRRM2-KD	Exon	HsaEX7002871	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0036543	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0013000	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0062805	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0070384	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051812	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0003214	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0074408	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028463	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042402	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0033082	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0054680	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025883	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0068484	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6017484	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1018563	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0002010	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1008891	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051270	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025897	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005007	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0048500	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0041557	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6025802	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0037915	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0074075	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028952	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018292	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047203	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049652	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049278	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0070432	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020343	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0037742	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1034557	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024291	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0003326	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0014671	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0072303	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024078	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0029292	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0050379	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0008907	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0012999	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038055	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0032727	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1012693	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0040479	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046559	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0029677	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0069863	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044977	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009630	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0000400	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0021502	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053294	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044588	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024335	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0014134	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0014253	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0073207	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0003211	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005009	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0068524	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067764	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0027131	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0050778	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057600	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0035102	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042942	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1037806	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039539	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0026177	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053538	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0004890	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044575	DOWN
HeLa-SRRM2-KD	Exon	HsaEX7000782	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0071387	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0031877	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0032264	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017041	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067913	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0019535	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6055822	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0072582	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0074096	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6010756	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063804	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0040815	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028499	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6065763	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057034	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051417	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0023373	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6027313	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6050200	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0002049	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005421	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1008595	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0043957	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0013001	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0014545	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0072381	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0027064	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6041917	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0022832	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1016722	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0003083	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1024450	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020312	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0060115	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009600	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017174	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6006194	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047638	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039598	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039578	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0000165	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0042403	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0072865	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0056413	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0062256	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1037808	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0001317	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0034511	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017809	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0043023	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0029199	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0054141	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0068258	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0064924	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1042326	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0035105	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0035882	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039140	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6067243	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009838	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1029630	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017982	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0007675	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0034772	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0033258	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1026818	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020764	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6044426	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051688	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1027404	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051418	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051217	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0034131	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0052974	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020853	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1046516	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038801	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0022912	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046078	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024780	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047637	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047153	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6012435	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028521	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0043716	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049279	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0060116	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0023374	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0023172	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020035	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057561	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0058961	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0000275	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018617	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024753	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0066187	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0061848	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005592	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0056692	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017985	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0062599	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6065762	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0045299	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0060040	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039112	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017411	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0043213	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038278	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0024003	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0025723	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0036498	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0020060	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0043287	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0052258	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018594	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0047222	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0038085	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0071388	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0064248	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0073365	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009674	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053616	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010094	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0026549	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049678	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0057033	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0036225	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6004317	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0016150	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0066867	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009078	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0058654	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0046401	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0064068	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0045094	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067765	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0001112	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0005276	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1039465	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1046497	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0028383	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0010603	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0051218	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053961	DOWN
HeLa-SRRM2-KD	Exon	HsaEX1015513	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0074395	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017213	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0059253	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0074589	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0009594	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0058468	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0070431	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0067508	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6041916	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0000593	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039111	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0039071	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0053009	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0017019	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0049317	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0026508	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0018044	DOWN
HeLa-SRRM2-KD	Exon	HsaEX6024932	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0044178	DOWN
HeLa-SRRM2-KD	Exon	HsaEX0063451	DOWN
